,noticia,verdadeira,url
467,Um artigo do jornal El País diz que há um caso de coronavírus na Escola de Arquitetura de Madri.,1,https://maldita.es/malditobulo/2020/02/27/no-el-diario-el-pais-no-ha-publicado-que-exista-un-caso-en-la-escuela-de-arquitectura-de-madrid-que-eleve-a-ocho-los-casos-de-infectados-por-coronavirus/
468,Primeiro caso de coronavírus em Alcalá de Henares (Madri).,1,https://maldita.es/malditobulo/2020/02/27/coronavirus-alcala-de-henares/
469,"Existem dois casos possíveis de Covid-19 em Gines e Benacazón (Sevilha, Espanha).",1,https://maldita.es/malditobulo/2020/02/28/diario-abc-dos-posibles-infectados-coronavirus-gines-benacazon-sevilla-andalucia/
470,"Um homem com uma máscara de gás em um supermercado de Lugo (Galícia, Espanha).",1,https://maldita.es/malditobulo/2020/02/28/hombre-comprando-con-una-mascara-antigas-supermercado-no-ha-sido-tomada-en-lugo-ni-espana-fue-en-austria-coronavirus/
471,As aulas foram suspensas na Catalunha até 2 de março.,1,https://maldita.es/malditobulo/2020/02/26/suspendido-clases-actividades-escolares-cataluna-2-marzo-riesgo-contagio-coronavirus/
472,"A esposa do dono de uma loja chinesa em Totana (Murcia, Espanha) tem coronavírus.",1,https://maldita.es/malditaciencia/2020/02/29/el-pangolin-y-el-coronavirus-los-investigadores-que-le-atriburon-el-origen-del-virus-han-rectificado/?_thumbnail_id=78462
473,O Ministério da Saúde espanhol pede para  a população se proteger com  máscaras devido ao surto de coronavírus.,1,https://maldita.es/malditobulo/2020/03/02/ministerio-sanidad-cadena-whatsapp-recomendaciones-coronavirus-mascarilla/
474,3.000 pessoas de Elche (Espanha) infectadas por coronavírus após retornarem da feira internacional de Calçados de Milão.,1,https://maldita.es/malditobulo/2020/03/02/coronavirus-en-elche-ilicitanos-feria-del-calzado-de-milan/
475,Suspensão do trabalho em muitas regiões da Espanha devido ao coronavírus.,1,https://maldita.es/malditobulo/2020/03/05/mensaje-suspension-laboral-9-3-marzo-coronavirus-agencia-tributaria/
476,O centro médico em El Cachorro (Sevilha) foi fechado devido a uma possível pessoa infectada por coronavírus.,1,https://maldita.es/malditobulo/2020/03/06/no-no-han-cerrado-el-ambulatorio-de-el-cachorro-de-sevilla-por-un-posible-afectado-por-coronavirus/
477,Relatório médico do Hospital Geral Universitário Santa Lucía de Cartagena (Murcia) de uma pessoa com um possível coronavírus.,1,https://maldita.es/malditobulo/2020/03/06/informe-hospital-cartagena-coronavirus/
478,A Comunidade de Madri anunciou que os alunos terão que fazer aulas durante o verão.,1,https://maldita.es/malditobulo/2020/03/10/no-la-comunidad-de-madrid-no-ha-comunicado-que-las-clases-suspendidas-por-el-coronavirus-seran-recuperadas-en-verano-es-un-montaje/
479,O exame EvAU será adiado para 18 de junho em Madri.,1,https://maldita.es/malditobulo/2020/03/10/el-mundo-evau-18-junio-madrid/
480,A atriz espanhola Cristina Pedroche prometeu mostrar seus seios se o número de infecções por coronavírus atingir mil na Espanha.,1,https://maldita.es/malditobulo/2020/03/10/cristina-pedroche-coronavirus-teta/
481,"O RTVE publicou um mapa de casos de coronavírus na Espanha que, de fato, era um mapa do tamanho médio do pênis em diferentes regiões.",1,https://maldita.es/malditobulo/2020/03/10/no-pruebas-mapa-rtve-coronavirus-pene-medio/
482,As aulas foram canceladas em todo o País Basco devido a coronavírus.,1,https://maldita.es/malditobulo/2020/03/10/pais-vasco-cancela-clases/
483,"Os Estados Unidos estão enviando ajuda econômica e alimentar a vários países, incluindo a Espanha, devido à crise causada pelo surto do novo coronavírus, e que pode ser solicitada através deste site.",1,https://maldita.es/malditobulo/2020/03/30/solicitar-bono-ayuda-economica-alimentaria-estados-unidos/
484,"O diretor do Centro de Coordenação de Alertas e Emergências Sanitárias da Espanha, Fernando Simón, afirmou que ""quando há um profissional de saúde afetado, todos os profissionais ao seu redor são testados e todos os que são positivos são identificados"".",1,https://maldita.es/malditobulo/2020/03/30/fernando-simon-coronavirus-tests-personal-sanitario/
485,A OMS confirmou que a máscara não protege ou não é eficaz para ir à rua.,1,https://maldita.es/malditobulo/2020/03/30/oms-confirma-mascarila-no-protege-bulo/
486,"O líder de Vox, Santiago Abascal, violou a quarentena pelo coronavírus para ir ao Congresso dos Deputados.",1,https://maldita.es/malditobulo/2020/03/30/abascal-quarentena-coronavirus-congreso/
487,"Esqueceram-se de incluir representantes alfandegários e despachantes de carga como uma atividade essencial  no decreto real de 29 de março que regula as férias pagas recuperáveis pelo coronavírus, e nenhuma mercadoria de países terceiros pode entrar na Espanha.",1,https://maldita.es/malditobulo/2020/03/30/aduaneros-transitarios-estado-alarma-coronavirus/
488,"Fotografia de Pablo Iglesias, vice-presidente do governo, na qual ele está ""em um templo rezando por sua esposa",1,Maldita.es
491,"O Hospital Universitário de La Paz (Madri) precisa de cobertores para os pacientes ""que estão nos corredores"".",1,https://maldita.es/malditobulo/2020/03/31/hospital-la-paz-madrid-pidiendo-mantas-pacientes-coronavirus/
493,Vídeo de empregado de uma transportadora mostrando material de higiene que será levado à França,1,https://maldita.es/malditobulo/2020/04/01/camionero-material-sanitario-francia-folios/
494,"E-mail enviado pelo CaixaBank por conta do estado de atenção na Espanha, no qual se solicita a verificação da conta em até 24 horas, por meio de um link, para evitar ""acesso não autorizado"".",1,https://maldita.es/malditobulo/2020/03/31/correo-caixabank-verificacion-cuenta-cambios-protocolo-coronavirus/
495,"Morre Francisco 'Paco' Pérez, médico do Hospital de La Paz de Madrid, de 24 anos, por causa do coronavirus",1,https://maldita.es/malditobulo/2020/03/31/francisco-paco-perez-medico-coronavirus-jordi/
496,"Fotografia de Pablo Iglesias no Hospital Clínico Universitário de Salamanca, visitando seu pai.",1,https://maldita.es/malditobulo/2020/03/31/foto-pablo-iglesias-visitando-a-su-padre-hospital-clinico-universitario-salamanca/
497,Documento afirma que beber vinho protege contra o coronavírus,1,https://maldita.es/malditaciencia/2020/03/31/vino-protege-coronavirus-covid19/
500,"O coronavírus foi liberado pelo Partido Comunista Chinês, após ser criado em laboratório",1,https://maldita.es/malditobulo/2020/04/01/coronavirus-partido-comunista-chino-laboratorio-vih-tuberculosis/
501,"Durante a quarentena, estão sendo entregues cartões-alimentação para pessoas em risco de exclusão social",1,https://maldita.es/malditobulo/2020/04/01/tarjeta-alimentaria-riesgo-exclusion-cuarentena-coronavirus/
502,A ex-prefeita de Madrid Manuela Carmena recebeu em sua casa um respirador pessoal da empresa 'VitalAire' para evitar recorrer a um hospital público,1,https://maldita.es/malditobulo/2020/04/01/manuela-carmena-respirador-vitalaire/
503,Uma corrente de mensagens no Whatsapp afirma que estão ocorrendo assaltos a domicílios com falsas ordens judiciais.,1,https://maldita.es/malditobulo/2020/04/01/no-no-hay-ninguna-alerta-por-asaltos-en-domicilios-con-la-excusa-de-entregar-una-orden-judicial/
507,Cáritas está dando 800.000 cestas básicas por conta da crise do coronavírus,1,https://maldita.es/malditobulo/2020/04/02/ayudas-alimentos-caritas-coronavirus/
508,"Na Itália, as crianças podem sair à rua",1,https://maldita.es/malditobulo/2020/04/02/italia-salir-calle-pasear-ninos-falso-acompanar-padres-compra/
509,Cinco toneladas de máscaras estão paradas em Zaragoza porque a aduana fecha às 15h.,1,https://maldita.es/malditobulo/2020/04/02/mascarillas-paralizadas-zaragoza-gobierno/
510,Vídeo mostra cadáveres empilhados no chão dentro de sacos negros em Madri e Barcelona,1,https://maldita.es/malditobulo/2020/04/02/cadaveres-hacinados-apilados-suelo-hospital-espana-ecuador/
511,"Circula um vídeo em que Josep Pamiès aconselha o uso do MMS ou do clorito de sodio contra algumas enfermidades. Nesse vídeo, ele disse que existe um hospital, que não ""pode dizer o nome”, que está fazendo testes injetando-o na veia.",1,https://maldita.es/malditobulo/2020/04/02/no-hospitales-espana-mms-clorito-de-sodio-coronavirus/
512,Sanytol oferece por e-mail amostras grátis de toalhinhas desinfetantes.,1,https://maldita.es/malditobulo/2020/04/02/sanytol-desinfectante-toallitas-desinfectantes-muestras/
513,"Imagem com declarações do ex-presidente da Espanha Mariano Rajoy,dla ex-presidente da Comunidade de Madrid Esperanza Aguirre, ou da ex-diretora gerente do Fundo Monetário Internacional (FMI) Christine Lagarde. ",1,https://maldita.es/malditobulo/2020/04/02/mariano-rajoy-esperanza-aguirre-christine-lagarde-frases-pensionistas/
514,"Segundo médicos da Universidade de Havana, o vapor quente de eucalipto ""mata por completo"" o coronavírus",1,https://maldita.es/malditaciencia/2020/04/02/no-no-hay-evidencias-de-que-el-vapor-de-eucalipto-acabe-con-el-coronavirus/
517,"Antes de morrer, o doutor Li Wenliang teria recomendado tomar café para prevenir o contágio pelo coronavírus e essa frecomendação fora divulgada pela CNN.",1,https://maldita.es/malditobulo/2020/04/03/dr-li-wenliang-cnn-cafe-coronavirus/
518,"O Governo esconde imagens de enterros, acusa o partido ultradireitista Vox.",1,https://maldita.es/malditobulo/2020/04/04/no-el-gobierno-no-oculta-estas-imagenes-de-feretros-como-dice-vox-fueron-emitidas-por-tve-y-grabadas-por-la-agencia-efe/
519,O partido político Vox propôs que se deixasse de atender os homossexuais afetados pela Covid-19.,1,https://maldita.es/malditobulo/2020/04/04/bulo-vox-propone-dejar-atender-homosexuales-coronavirus/
520,"O CDS ou dióxido de cloro (derivado do MMS) cura o coronavírus, segundo um suposto cientista alemão.",1,https://maldita.es/malditaciencia/2020/04/03/mms-clorito-sodio-coronavirus-cientifico-aleman-cura/
521,Heineken está sorteando quatro barris de cerveja para que as pessoas fiquem em casa durante o estado de alarme. ,1,https://maldita.es/malditobulo/2020/04/05/heineken-sorteando-4-barriles-cerveza-para-que-te-quedes-en-casa/
522,The New York Times diz em nota que o atual Governo da Espanha é comunista,1,https://maldita.es/malditobulo/2020/04/05/bulo-new-york-times-gobierno-comunista/
523,"Charles Lieber, chefe do Departamento de Química e Biologia da Universidade Havard, nos Estados Unidos, foi preso por fabricar o coronavírus.",1,https://maldita.es/malditobulo/2020/04/06/charles-lieber-detenido-coronavirus-sars-cov-2/
524,"Incêndio atinge o Hospital Lebanon, em Nova York.",1,https://maldita.es/malditobulo/2020/04/05/hospital-lebanon-nueva-york-bronx-arde-fuego-incendio/
526,Consumir alimentos alcalinos ajuda a combater o coronavírus.,1,https://maldita.es/malditobulo/2020/04/06/no-consumir-alimentos-alcalinos-no-ayuda-a-combatir-el-coronavirus/
527,"Vídeo de um veado no mar, gravado durante o estado de alarme decretado na Espanha",1,https://maldita.es/malditobulo/2020/04/05/ciervo-matalascanas-corre-playa-coronavirus/
528,"A vitamina C previne o vírus, segundo uma suposta médica.",1,https://maldita.es/malditobulo/2020/04/04/vitamina-c-previene-coronavirus/
529,"Foi modificado o Decreto-Lei 6/2020, de 10 de março, permitindo as saídas à floresta porque não constituem aglomeração de pessoas.",1,https://maldita.es/malditobulo/2020/04/03/salir-monte-aglomeracion-decreto-6-2020-comunidad-campo/
530,Adidas está doando tênis em uma campanha contra o coronavírus.,1,https://maldita.es/malditobulo/2020/04/03/adidas-dona-zapatillas-par-coronavirus-deportivas/?amp
531,"Vídeo gravado em 2010 afirma que, no futuro, a China seria atacada com armas biológicas.",1,https://maldita.es/malditobulo/2020/04/03/coronavirus-arma-biologica-reducir-poblacion-video-2010/
532,"O que sabemos sobre o conteúdo do 'Periodista Digital' que afirma que ""Don Felipe fala em mudar o Governo""?",1,https://maldita.es/malditobulo/2020/04/03/rey-felipe-cambiar-gobierno-pedro-sanchez/
533,Mensagem que mostra um link que leva a um site em que supostamente se pode solicitar ajuda alimentar durante a quarentena estabelecida para combate ao coronavírus.,1,https://maldita.es/malditobulo/2020/04/03/ayuda-alimentaria-coronavirus-recopila-informacion-usuarios/
534,Anúncios de Bitcoin que usam rostos conhecidos para enganar as pessoas.,1,Maldita.es
535,O Governo Espanhol implantou o controle do cumprimento do confinamento rastreando a localização de todos os celulares.,1,https://maldita.es/malditobulo/2020/04/07/bulo-control-ciudadania-geolocalizacion-moviles/
536,Foto de uma exposição de caixões à venda,1,https://maldita.es/malditobulo/2020/04/06/ataudes-vacios-expuestos-venta-nave-barcelona-coronavirus/
537,Uma suposta foto na Índia mostra pessoas juntas em varandas para evitar a aglomeração nas ruas por conta do coronavírus.,1,https://maldita.es/malditobulo/2020/04/06/foto-india-confinamiento-coronavirus-es-nairobi-kenia-en-2011/
538,Fazer gargarejos com sal ajuda a combater o coronavírus,1,https://maldita.es/malditaciencia/2020/04/07/gargaras-sal-juan-panay-coronavirus-covid19/
539,O que sabemos sobre o uso de lâmpadas ultravioleta como método desinfectante para o coronavírus,1,https://maldita.es/malditaciencia/2020/04/06/lamparas-ultravioleta-desinfectar-coronavirus/
542,Vídeo de veados passeando pelas ruas de Ruidera (Espanha),1,https://maldita.es/malditobulo/2020/04/07/video-ciervos-calles-ruidera/
543,O BOE publicou um Decreto Lei Real que permite sair para correr durante o confinamento,1,https://maldita.es/malditobulo/2020/04/07/decreto-ley-boe-salir-correr-running-confinamiento/
544,"A apresentadora de telejornais do canal Telecinco Ángeles Blanco disse: ""Na Alemanha, graças a Deus, a situação se complica"".. ",1,https://maldita.es/malditobulo/2020/04/07/presentadora-informativos-telecinco-angeles-blanco-gracias-a-dios/
546,"A OMS mudou de posição publicamente sobre o uso de máscaras por parte da população, segundo o ministro da Saúde espanhol, Salvador Illa. ",1,https://maldita.es/malditodato/2020/04/07/falso-oms-cambio-posicion-sobre-uso-mascarillas-salvador-illa-ministro-sanidad/
547,Irene Montero e Pablo Iglesias têm duas ambulâncias na porta de casa,1,https://www.Newtral/es-falso-que-irene-montero-y-pablo-iglesias-tengan-dos-uvis-moviles-en-la-puerta-de-su-casa/20200315/
548,Vídeo que mostra Irene Montero tossindo na marcha feminista de 8 de março.,1,https://www.Newtral/el-video-manipulado-de-irene-montero-tosiendo-en-la-manifestacion-del-8-m/20200316/
549,As seguradoras não se responsabilizam por assistir ou cobrir os acidentes de trânsito durante o estado de atenção.,1,https://www.Newtral/el-mensaje-que-afirma-que-las-aseguradoras-dejan-de-cubrir-accidentes-de-trafico-por-el-coronavirus-es-falso/20200316/?check=1
550,A Comunidade de Madri habilitou o número 915038030 para solicitação de receitas de medicamentos,1,https://www.Newtral/telefono-recetas-comunidad-de-madrid-bulo/20200317/?check=1
551,Mensagens com medidas que a companhia espanhola de distribuição Mercadona adotou por conta da crise da Covid-19 e o estado de atenção.,1,https://www.Newtral/es-falso-que-mercadona-vaya-a-dejar-de-trabajar-productos-como-el-pan-el-sushi-o-el-corte-de-jamon-por-la-crisis-del-covid-19/20200317/
552,"O político de ultradireita Javier Ortega Smith disse:  “Prefiro ter coronavírus ao homossexualismo"".",1,https://www.Newtral/bulo-ortega-smith-coronavirus-homosexualidad/20200317/?check=&
554,"O ano letivo 2019-2020 na Espanha se estenderá até 31 de julho e a realização dos exame de acesso à universidade será adiado para  os dias 10, 11 e 12 de agosto. ",1,https://www.Newtral/curso-no-31-julio-valencia-ni-selectividad-agosto/20200318/
555,O Exército está requisitando na Catalunha material de proteção contra o coronavírus.,1,https://www.Newtral/defensa-niega-requisando-material-proteccion-coronavirus-cataluna/20200318/
556,"Na Espanha, estão pulverizando venenos muito fortes para o coronavírus.",1,https://www.Newtral/bulo-fumigando-parques-adra-venenos-coronavirus/20200319/
557,O Ministério da Educação concordou que todos os estudantes - do jardim de infância ao ensino médio - sejam aprovados. ,1,https://www.Newtral/el-ministerio-de-educacion-no-ha-acordado-que-todos-los-estudiantes-de-infantil-a-bachiller-queden-aprobados/20200320/
558,"Circula um vídeo em que uma pessoa se joga do alto do Hotel Valencia Center, como diz o vídeo, pelo ""desespero da quarentena"" decretada pelo governo por conta do coronavírus.",1,https://www.Newtral/bulo-video-valencia-2019-no-coronavirus/20200320/
559,O jornal El País publicou que as faculdades em Biscaia ficam fechadas até setembro.,1,https://www.Newtral/el-pais-no-ha-publicado-que-los-colegios-en-bizkaia-cierran-hasta-septiembre/20200321/
560,O partido político Vox doará todo o dinheiro público que recebe por representação em instituições de saúde pública. ,1,https://www.Newtral/bulo-vox-no-donar-dinero-sanidad-publica/20200323/
561,Netflix decidiu liberar o acesso a sua plataforma de filmes e séries durante o período de isolamento,1,https://www.Newtral/netflix-coronavirus-cuenta-gratis/20200323/
562,O jornal El País publicou que as faculdades em Biscaia ficam fechadas até setembro.,1,https://www.Newtral/la-razon-no-ha-publicado-que-las-prestaciones-sociales-seran-suspendidas-3-meses-segun-pablo-iglesias/20200323/
563,"O ministro da Ciência, Pedro Duque, está internado em um hospital de Dénia.",1,https://www.Newtral/bulo-pedro-duque-ingresado-denia/20200322/
564,"O Exército coloca na rua ""um tanque"" para combater a Covid-19 em Tudela (Navarra).",1,https://www.Newtral/no-el-ejercito-no-ha-sacado-un-tanque-por-la-calles-de-tudela-para-combatir-el-covid-19/20200324/
565,"O governo decretou a proibição, até 31 de março, de sair de casa após as 15 horas.",1,https://www.Newtral/no-hay-ningun-decreto-que-prohiba-salir-del-domicilio-despues-de-las-15-horas/20200324/
566,"No domingo, 22 de março, a velocidade do contágio do coronavírus diminuiu pelo segundo dia consecutivo na Espanha: eles passaram de mais de 50% na sexta-feira (20) para 20% no sábado (21) e 14% no domingo 22 de março.",1,https://www.Newtral/el-22-de-marzo-la-velocidad-del-ritmo-de-contagio-de-coronavirus-no-se-habia-reducido-durante-dos-dias-consecutivos/20200324/
567,O jornal El Mundo publicou que a Andaluzia analisa a possibilidade de repetir o ano letivo.,1,https://www.Newtral/el-mundo-no-ha-publicado-que-andalucia-haya-puesto-sobre-la-mesa-repetir-el-curso-escolar/20200324/
568,Imagen de um trem norte-americano que transporta a Covid-19,1,https://www.Newtral/no-te-creas-la-falsa-imagen-que-indica-que-un-ferrocarril-estadounidense-ha-transportado-el-covid-19-es-un-fotomontaje/20200325/
569,A Universidade de Barcelona aprovará seus alunos se as aulas continuarem suspensas por mais um mês.,1,https://www.Newtral/aprobado-universitat-barcelona-coronavirus-bulo/20200325/
570,"Há uma campanha de ""contribuição alimentar"" que usa o logotipo da ONU",1,https://www.Newtral/cuidado-con-la-campana-falsa-de-contribucion-alimentaria-que-usa-el-logo-de-la-onu-es-un-fraude/20200325/
571,O dióxido de cloro cura o coronavirus,1,https://www.Newtral/bulo-dioxido-de-cloro-coronavirus-peligroso-salud/20200325/
572,"A OMS decretou a ""suspensão de toda e qualquer atividade médica"". ",1,https://www.Newtral/bulo-oms-suspension-actividad-medicina/20200325/
573,O hospital Puerta de Hierro tem um andar fechado para os familiares do presidente espanhol Pedro Sánchez. ,1,https://www.Newtral/el-hospital-puerta-de-hierro-desmiente-que-haya-una-planta-cerrada-para-familiares-de-sanchez/20200326/
574,"Uma veradora do Podemos nas Canárias postou no Twitter sobre ""velhos inúteis mortos"" que ”não têm lugar na rua"",""Falso",1,Outros
575,O Governo parou de contabilizar os infectados e os mortos pelo coronavírus entre 6 e 9 de março. ,1,https://www.Newtral/bulo-gobierno-cifras-afectados-fallecidos-coronavirus-8-marzo/20200327/
576,Begoña Gómez e suas filhas foram para Huete (Cuenca) cumprir a quarentena. ,1,https://www.Newtral/begona-gomez-y-sus-hijas-no-se-han-ido-a-huete-cuenca-a-pasar-la-cuarentena/20200327/
577,"Estão detendo espanhóis por quererem ir à missa ""em plena pandemia"",""Falso",1,Outros
578,A marca Nike está doando tênis em uma campanha contra o coronavírus,1,https://www.Newtral/la-marca-nike-no-esta-donando-zapatillas-en-una-campana-contra-el-coronavirus/20200328/
579,Huawei suspendeu a doação de máscaras para a Espanha por conta de um artigo de Josep Borrell,1,https://www.Newtral/huawei-niega-haber-frenado-la-donacion-de-mascarillas-a-espana-por-un-articulo-de-josep-borrell/20200329/
580,"Donald Trump anunciou que comercializará nos próximos dias ""milhões de doses"" de uma vacina contra o coronavírus.",1,https://www.Newtral/donald-trump-no-ha-anunciado-que-se-vayan-a-comercializar-en-los-proximos-dias-millones-de-dosis-de-una-vacuna-contra-el-coronavirus/20200329/
581,Um vídeo da TV italiana RAI de 2015 fala sobre a Covid-19.,1,https://www.Newtral/nos-preguntais-por-el-video-de-la-television-italiana-rai-de-2015-que-se-comparte-ahora-relacionandolo-con-el-covid-19/20200329/
582,"O Governo espanhol não está comprando testes da Genomica para detectar a Covid-19 pelo fato de a empresa ser dirigida pela irmã de María Dolores de Cospedal, ex-secretária-geral do Partido Popular. ",1,https://www.Newtral/es-falso-que-el-gobierno-no-este-adquiriendo-la-prueba-para-detectar-covid-19-de-genomica-por-estar-dirigida-por-la-hermana-de-cospedal/20200330/
583,SESCAM proiviu o uso de máscaras de mergulho adaptadas em pacientes com Covid-19.,1,https://www.Newtral/el-sescam-niega-que-haya-prohibido-el-uso-de-mascaras-de-buceo-adaptadas-en-pacientes-con-covid-19/20200330/
584,"Imagem de um idoso ""sem identificação, que ""não se lembra de nada e que ""está no Hospital La Paz"",""Falso",1,Outros
585,"Um empregado de transportadora disse levar material de higiene para a França porque a ""Espanha não quer"". ",1,https://www.Newtral/el-transportista-que-dice-llevar-material-sanitario-a-francia-porque-espana-no-lo-quiere-y-prefiere-lo-barato-muestra-en-el-video-paquetes-de-folios/20200331/
586,O pai de Pablo Iglesias está internado no Hospital Clínico de Salamanca,1,https://www.Newtral/el-padre-de-pablo-iglesias-no-esta-ingresado-el-hospital-clinico-de-salamanca-la-foto-es-de-2016/20200401/
587,"A ex-prefeita de Madri manuela Carmena recebeu um respirador em sua casa ""para não recorrer a um hospital público"". ",1,https://www.Newtral/carmena-respirador-coronavirus-bulo/20200401/
588,Iberdrola oferece desconto “pelo coronavírus”,1,https://www.Newtral/es-falso-que-iberdrola-ofrezca-un-descuento-por-el-coronavirus/20200402/
589,Imagens de caixões compartilhadas como se tivessem relação com a Covid-19.,1,https://www.Newtral/las-imagenes-fallecidos-en-lampedusa-que-se-comparten-como-si-tuvieran-relacion-con-el-covid-19/20200402/
590,"Saúde não ""derrubou"" os respiradores que a Seat está fabricando na Catalunha. ",1,https://www.Newtral/sanidad-no-ha-tumbado-los-respiradores-que-seat-esta-fabricando-en-cataluna/20200404/
592,"Entre outras medidas para proteger-se do vírus, recomenda-se usar secador de cabelo sobre os produtos comprados em lojas.",1,https://www.Newtral/el-falso-mensaje-sobre-supermercados-y-esterilizacion-de-productos-con-el-secador-de-pelo/20200404/
593,A influencer Miranda Makaroff disse que o cérebro humano pode controlar o sistema imunológico e curar.,1,https://maldita.es/malditobulo/2020/04/08/cerebro-controlar-sistema-inmunologico-curarnos-miranda-makaroff/
595,O Príncipe Charles de Gales curou-se do coronavírus usando homeopatia.,1,https://maldita.es/malditobulo/2020/04/08/principe-carlos-curado-coronavirus-medicamentos-homeopaticos/
596,Trump anunciou que a Roche Medical Company lançará uma vacina contra o coronavírus este domingo e que seria capaz de curar o pacviente três horas após a aplicação. ,1,07/04/2020
600,"Vídeo em que apresentadora alerta para um suposto novo vírus chamado EEE, que havia colocado em estado de alerta vários estados dos Estados Unidos, como Michigan e Massachusetts. ",1,https://maldita.es/malditobulo/2020/04/09/eee-nuevo-virus-coronavirus/
601,Um erro de grandes proporções em publicações automáticas da direita no Twitter revelou seu esquema de robôs. ,1,https://maldita.es/malditobulo/2020/04/09/publicaciones-automaticas-derecha-bots-twitter/
603,"Vídeo em que um carro branco atinge vários carros da polícia em Errenteria (Guipuzkoa, Espanha) é de 2016.",1,https://maldita.es/malditobulo/2020/04/09/errenteria-renteria-guipuzkoa-paisvasco-2016-yihadista-embestir/
604,Há censura do WhatsApp de conteúdos contra o Governo.,1,https://maldita.es/malditobulo/2020/04/13/censura-whatsapp-control-whatsapp-gobierno-maldita/
607,Casas vazias ou que sejam segunda residência poderão ser expropriadas na Espanha.,1,https://maldita.es/malditobulo/2020/04/12/boe-expropiar-vivienda-segunda-residencia-expropiacion-victimas-violencia-genero-habitacional/
608,Foto de uma pessoa idosa chorando pelo preço elevado das máscaras fora de uma farmácia.,1,https://maldita.es/malditobulo/2020/04/12/abuelo-llorando-elevado-coste-mascarillas-coronavirus/
609,Beber ou borrifar água do mar na garganta evita reprodução do coronavírus.,1,https://maldita.es/malditaciencia/2020/04/12/no-beber-o-pulverizar-en-la-garganta-agua-de-mar-no-evita-que-se-replique-el-coronavirus/
610,Sete crianças senegallesas morreram após receberem uma vacina cintra a COVID-19.,1,https://maldita.es/malditobulo/2020/04/11/siete-ninos-senegal-muertos-vacuna-coronavirus/
611,Há homenagens com o Exército e banda de música da Polícia Municipal todos os dias em Ifema.,1,https://maldita.es/malditobulo/2020/04/11/ifema-sanitarios-ejercito-militares-policia-dia-puntual-musica/
612,"É possível curar o coronavírus com uma uma bebida contendo alho, cebola, limão e gengibre.",1,https://maldita.es/malditobulo/2020/04/11/ajo-bebida-receta-cebolla-limon-jengibre-kion-coronavirus/
613,Vídeo no qual aparecem cadáveres jogados no chão em sacos pretos do lado de fora do Palácio de Gelo de Madri. ,1,https://maldita.es/malditobulo/2020/04/11/palacio-de-hielo-bolsas-negras-cadaveres-madrid-ecuador/
615,Itália reduziu o número de políticos por causa da crise do coronavírus.,1,https://maldita.es/malditobulo/2020/04/10/italia-reduce-politicos-crisis-coronavirus/
618,"Imagem do pavilhão do IFEMA disponibilizado, durante a crise do coronavírus, para pessoas sem teto, mas que encontra-se vazio porque é necessário estar registrado em Madri para ocupar uma das vagas.",1,https://maldita.es/malditobulo/2020/04/13/pabellon-ifema-personas-sin-hogar-vacio/
619,"Guia da Guarda Civil, datado de 13 de abril, sobre as ""atividades de funcionamento permitido"" durante o estado de atenção pelo coronavírus.",1,https://maldita.es/malditobulo/2020/04/13/guia-guardia-civil-13-de-abril-actividades-de-apertura-coronavirus-estado-alarma/
620,Um  vídeo supostamente mostra corpos em sacos para cadáveres no chão de um hospital de Nova York. ,1,https://factual.afp.com/el-video-con-decenas-de-bolsas-para-cadaveres-fue-grabado-en-ecuador-no-en-nueva-york
621,Uma lista com informações pessoais de possíveis infectadas foi compartilhada. Quais são suas implicações?,1,https://agenciaocote.com/compartir-datos-sensibles-es-ilegal-y-peligroso/
622,Existe risco de contágio em uma piscina?,1,https://agenciaocote.com/las-piscinas-olimpicas-cierran-y-si-el-coronavirus-tambien-se-puede-transmitir-alli/
623,O governo da Guatemala decreta crise e quarentena nacional.,1,https://agenciaocote.com/bulo-circula-cadena-sobre-prevencion-en-guatemala/
624,O caso de uma pessoa com Covid-19 em Amatitlán que foi mantida escondida pelo Ministério da Saúde.,1,https://agenciaocote.com/es-falso-que-el-ministerio-de-salud-ha-caya-ocultado-un-caso-de-covid-19-en-amatitlan/
625,O que Giammattei não disse sobre trabalhar em confecções  e call centers.,1,https://agenciaocote.com/lo-que-no-dijo-giammattei-sobre-el-trabajo-en-las-maquilas-y-call-centers/
626,Cinco helicópteros da Força Aérea pulverizarão desinfetante como parte do protocolo para erradicar o coronavírus.,1,https://agenciaocote.com/bulo-ningun-helicoptero-de-la-fuerza-aerea-esparcira-desinfectante/
627,Um laboratório privado suspende testes por não ter autorização do Ministério da Saúde.,1,https://agenciaocote.com/laboratorio-privado-suspende-pruebas-de-covid-19-por-no-contar-con-autorizacion-del-mspas/
628,Giammattei disse que a Guatemala conta com 10.000 testes para o coronavírus.,1,https://agenciaocote.com/no-guatemala-no-cuenta-con-10mil-pruebas-para-el-coronavirus-tiene-622/
629,"Quando um menor de idade é infectado pelo Covid-19 é afastado dos pais, e se falece eles não podem se despedir.",1,https://agenciaocote.com/es-falso-que-a-los-familiares-de-personas-con-covid-19-solo-les-avisaran-que-murio/
630,J. Rodas solicitou que os testes de COVID-19 sejam pagos pelos cidadãos,1,https://agenciaocote.com/bulo-j-rodas-no-solicito-que-las-pruebas-de-covid-19-sean-pagadas-por-la-ciudadania/
