textos,verdadeira,data,links
"Novo Ministro da Saúde do Brasil, Nelson Teich, está investigando as estatísticas da COVID-19 por suposta fraude. Por isso o número de casos e mortes vem diminuindo no país na semana de 24 de abril.",1,24/04/2020,https://piaui.folha.uol.com.br/lupa/2020/04/24/verificamos-nelson-teich-auditando-covid/
"No Brasil, 187 mil pessoas tiveram a segunda parcela do Auxílio Emergencial cancelada porque a Caixa Econômica Federal, banco público responsável pelos pagamentos, descobriu que os CPFs que receberam o benefício se cadastraram para compras de aparelhos eletrônicos.",1,24/04/2020,https://piaui.folha.uol.com.br/lupa/2020/04/24/verificamos-caixa-bloqueou-auxilio-emergencial-187-mil-cpfs/
GloboNews noticiou que um criminoso morreu de COVID-19 “enquanto” trocava tiros com a polícia. Uma captura de tela comprova.,1,27/04/2020,https://piaui.folha.uol.com.br/lupa/2020/04/27/verificamos-traficante-globonews-covid-19/
Vídeo mostra carro pegando fogo. O incêndio teria sido causado por desinfetante para as mãos à base de álcool.,1,27/04/2020,https://piaui.folha.uol.com.br/lupa/2020/04/27/verificamos-incendio-em-carro-video-alcool-em-gel/
"Vídeo alerta sobre máscaras infectadas que chegam ao Brasil. A peça tem imagens de Tedros Adhanom Ghebreyesus, da OMS, e narração de uma terceira pessoa",1,27/04/2020,https://piaui.folha.uol.com.br/lupa/2020/04/27/verificamos-e-falso-video-de-suposta-reportagem-com-alerta-da-oms-sobre-mascaras-infectadas-com-coronavirus/
"Foto de um hospital vazio. Na legenda, é dito que médicos esperam pacientes, mas eles não chegam",1,28/04/2020,https://piaui.folha.uol.com.br/lupa/2020/04/28/verificamos-hospital-santo-andre/
"Imagem mostra hospital em Santo André (SP), Brasil. Conforme a legenda, apesar da crise da COVID-19 o hospital não tem pacientes.",1,28/04/2020,https://piaui.folha.uol.com.br/lupa/2020/04/28/verificamos-hospital-santo-andre/
"Unilever e Pampers estão oferecendo produtos de limpeza e higiene grátis para famílias afetadas pela Covid-19. Para concorrer, basta comentar uma publicação",1,29/04/2020,https://piaui.folha.uol.com.br/lupa/2020/04/29/verificamos-golpe-kits-gratuitos-limpeza-higiene-pandemia/
"Taxa de mortalidade de Covid-19 é mais de 10 vezes mais alta em São Paulo, Ceará e Rio de Janeiro do que em Minas Gerais. Texto diz que isso seria uma conspiração para manchar o nome de Bolsonaro",1,29/04/2020,https://piaui.folha.uol.com.br/lupa/2020/04/29/verificamos-taxa-letalidade-covid/
"Foto de caixão aberto, com uma pedra e um saco de areia dentro. Na legenda, é dito que a cena foi registrada nos últimos dias, no Amazonas",1,29/04/2020,https://piaui.folha.uol.com.br/lupa/2020/04/29/verificamos-foto-caixao-vazio-enterros-covid-19-amazonas/
"A Unilever e a Pampers estão oferecendo produtos de limpeza e higiene gratuitos para as famílias brasileiras afetadas pela COVID-19. Para ter direito a essa ajuda, você precisa digitar sua cidade nos comentários da postagem.",1,29/04/2020,https://piaui.folha.uol.com.br/lupa/2020/04/29/verificamos-golpe-kits-gratuitos-limpeza-higiene-pandemia/
"A taxa de mortalidade da COVID-19 foi mais de 10 vezes maior em São Paulo, Rio de Janeiro e Ceará (estados nos quais atualmente os governadores se opõem a Jair Bolsonaro) do que em Minas Gerais (cujo governador apoia Bolsonaro). Os números foram inflados para fazer Bolsonaro parecer ruim.",1,29/04/2020,https://piaui.folha.uol.com.br/lupa/2020/04/29/verificamos-taxa-letalidade-covid/
"Imagem mostra um caixão aberto com nada além de um saco de areia dentro. A legenda indica que a foto foi tirada em Manaus, Brasil, e que caixões vazios estão sendo enterrados para induzir a população a entrar em pânico.",1,29/04/2020,https://piaui.folha.uol.com.br/lupa/2020/04/29/verificamos-foto-caixao-vazio-enterros-covid-19-amazonas/
Quem for pego dirigindo sem máscara pode ser multado e receber 3 pontos na carteira,1,30/04/2020,https://piaui.folha.uol.com.br/lupa/2020/04/30/verificamos-e-falso-que-quem-dirigir-sem-mascara-pode-perder-pontos-na-carteira-de-motorista/
Petrobras está distribuindo combustível de graça para trabalhadores essenciais no Brasil,1,30/04/2020,https://piaui.folha.uol.com.br/lupa/2020/04/30/verificamos-golpe-vale-combustivel-petrobras-pandemia-covid-19/
"Foto do hospital de campanha do ginásio do Ibirapuera, em São Paulo, com todas as camas vazias",1,30/04/2020,https://piaui.folha.uol.com.br/lupa/2020/04/30/verificamos-hospital-ibirapuera/
"Caixões de vítimas da Covid-19 foram desenterrados em Belo Horizontes. Dentro deles, foram encontrados apenas pedras e pedaços de pau",1,30/04/2020,https://piaui.folha.uol.com.br/lupa/2020/04/30/verificamos-caixoes-bh-covid-19/
"Vídeo de um grupo de moradores em Marabá impedindo a passagem de uma retroescavadeira. Na legenda, é dito que o veículo iria cavar covas para o enterro de caixões vazios",1,30/04/2020,https://piaui.folha.uol.com.br/lupa/2020/04/30/verificamos-caixoes-vazios-maraba/
"Vídeo de uma teleconferência entre o governador da Bahia, Rui Costa, e a prefeita de Porto Seguro. Na legenda, é dito que Costa solicitou que a prefeita ""arranjasse 200 casos"" de Covid-19 no município",1,30/04/2020,https://piaui.folha.uol.com.br/lupa/2020/04/30/verificamos-rui-costa-200-casos-coronavirus/
"Foto de dois homens segurando um caixão. Na legenda, é dito que eles não seriam fortes o suficiente para carregar um caixão cheio daquele jeito. Logo, o caixão estaria vazio",1,30/04/2020,https://piaui.folha.uol.com.br/lupa/2020/04/30/verificamos-foto-enterro-caixao-vazio-dois-homens-pandemia/
"No Brasil, pessoas que dirigem sem máscaras recebem multas de trânsito.",1,30/04/2020,https://piaui.folha.uol.com.br/lupa/2020/04/30/verificamos-e-falso-que-quem-dirigir-sem-mascara-pode-perder-pontos-na-carteira-de-motorista/
"A Petrobras, empresa brasileira de petróleo, dará gasolina de graça a trabalhadores essenciais. É preciso preencher um formulário para ser elegível.",1,30/04/2020,https://piaui.folha.uol.com.br/lupa/2020/04/30/verificamos-golpe-vale-combustivel-petrobras-pandemia-covid-19/
"Foto mostra hospital de campanha do Ginásio Ibirapuera, em São Paulo, vazio.",1,30/04/2020,https://piaui.folha.uol.com.br/lupa/2020/04/30/verificamos-hospital-ibirapuera/
Caixões de supostas vítimas de COVID-19 foram desenterrados em Belo Horizonte (MG). Havia apenas pedras dentro.,1,30/04/2020,https://piaui.folha.uol.com.br/lupa/2020/04/30/verificamos-caixoes-bh-covid-19/
"Vídeo mostra multidão na cidade de Marabá (PA) gritando com um homem que dirigia uma retroescavadeira. Na legenda, afirma-se que ele estava abrindo sepulturas para caixões vazios.",1,30/04/2020,https://piaui.folha.uol.com.br/lupa/2020/04/30/verificamos-caixoes-vazios-maraba/
"Vídeo mostra teleconferência entre Rui Costa, governador da Bahia, e a prefeita da cidade de Porto Seguro (BA). Segundo a legenda, o governador pediu à prefeita para aumentar artificialmente o número de pacientes com COVID-19 para 200.",1,30/04/2020,https://piaui.folha.uol.com.br/lupa/2020/04/30/verificamos-rui-costa-200-casos-coronavirus/
"Foto mostra dois homens segurando um caixão. Conforme a legenda, se o caixão estivesse cheio eles não seriam capazes de levantá-lo.",1,30/04/2020,https://piaui.folha.uol.com.br/lupa/2020/04/30/verificamos-foto-enterro-caixao-vazio-dois-homens-pandemia/
O CRAS está distribuindo 492 mil cestas básicas grátis para pessoas passando necessidade durante a crise de Covid-19,1,04/05/2020,https://piaui.folha.uol.com.br/lupa/2020/05/04/verificamos-golpe-cras-coronavirus/
O CRAS (Centro de Assistência Social) está distribuindo 492 mil cestas básicas para pessoas carentes. É preciso preencher um formulário para descobrir se são elegíveis.,1,04/05/2020,https://piaui.folha.uol.com.br/lupa/2020/05/04/verificamos-golpe-cras-coronavirus/
Texto afirma que dados do registro civil provam que a pandemia é uma invenção. Todos os números são significativamente inferiores aos publicados pelo Ministério da Saúde.,1,04/05/2020,https://piaui.folha.uol.com.br/lupa/2020/05/04/verificamos-dados-cartorios-pandemia/
Fotos mostram caixões vazios usados para fingir funerais de vítimas da COVID-19 em São Paulo e no Amazonas.,1,05/05/2020,https://piaui.folha.uol.com.br/lupa/2020/05/05/verificamos-fotos-caixoes-vazios-jogados-chao-pandemia/
"O governador do Rio de Janeiro irá pagar aos presidiários um subsídio mensal especial em razão da COVID-19 de R$ 836. Enquanto isso, o auxílio emergencial para pessoas pobres que não são criminosas condenadas é de apenas R$ 600.",1,05/05/2020,https://piaui.folha.uol.com.br/lupa/2020/05/05/verificamos-rio-presidiarios-coronavirus/
Foto mostra uma pessoa segurando um caixão com apenas dois dedos. O conteúdo afirma ser fisicamente impossível que o caixão esteja cheio devido ao peso de uma pessoa morta.,1,05/05/2020,https://piaui.folha.uol.com.br/lupa/2020/05/05/verificamos-foto-pessoa-segurando-caixao-vazio-dois-dedos-enterro-pandemia/
"João Doria, governador de São Paulo, e a deputada federal Joice Hasselmann aparecem dançando em vídeo e desrespeitando os decretos de distanciamento social.",1,05/05/2020,https://piaui.folha.uol.com.br/lupa/2020/05/05/verificamos-doria-joice-aracatuba/
170 milhões de pessoas estão recebendo o auxílio emergencial de COVID-19 pago pelo governo federal.,1,06/05/2020,https://piaui.folha.uol.com.br/lupa/2020/05/06/verificamos-auxilio-emergencial-170-milhoes/
Vídeo mostra médicos israelenses dançando e comemorando porque dois hospitais dedicados ao tratamento de COVID-19 foram fechados porque já não havia mais pacientes.,1,06/05/2020,https://piaui.folha.uol.com.br/lupa/2020/05/06/verificamos-video-medicos-dancando-israel-fechamento-hospitais-covid-19/
"Vídeo mostra mulher idosa lutando para respirar, deitada sobre o que parece ser uma sacola plástica. Ela estaria dentro do necrotério de um hospital e foi resgatada por seus parentes.",1,07/05/2020,https://piaui.folha.uol.com.br/lupa/2020/05/07/verificamos-idosa-filmada-resgatada-viva-hospital-morte-covid-19/
Usar máscaras por um longo período de tempo pode causar hipóxia.,1,07/05/2020,https://piaui.folha.uol.com.br/lupa/2020/05/07/verificamos-falso-mascara-hipoxia/
"Adelio Bispo de Oliveira, o homem que esfaqueou Bolsonaro em 2018, contraiu coronavírus na prisão.",1,07/05/2020,https://piaui.folha.uol.com.br/lupa/2020/05/07/verificamos-adelio-bispo-covid/
"Enquanto os testes de COVID-19 em pessoas doentes levam de 10 a 20 dias para mostrar resultados, em pessoas mortas os resultados são dados instantaneamente.",1,07/05/2020,https://piaui.folha.uol.com.br/lupa/2020/05/07/verificamos-covid-teste-automatico/
"Apesar da pandemia de COVID-19, o número total de mortes no Brasil diminuiu em vez de aumentar se comparados os meses de abril de 2019 e abril de 2020. A declaração é apoiada pelos dados nacionais do Registro Civil.",1,08/05/2020,https://piaui.folha.uol.com.br/lupa/2020/05/08/verificamos-mortes-registradas-cartorios-abril-pandemia/
Vídeo mostra confronto entre ambulantes e guardas municipais em São Paulo. Os guardas estariam tentando levar as mercadorias porque os comerciantes não estavam obedecendo o isolamento social.,1,08/05/2020,https://piaui.folha.uol.com.br/lupa/2020/05/08/verificamos-video-confronto-ambulantes-fiscais-sp-covid-19/
"TV Globo usou imagens de um funeral coletivo para as vítimas de um naufrágio em Lampedusa, em 2013, para ilustrar matéria sobre mortes por COVID-19 na Itália.",1,08/05/2020,https://piaui.folha.uol.com.br/lupa/2020/05/08/verificamos-mortos-naufragio-globo-covid/
O número total de mortes por COVID-19 diminuiu em Manaus (AM) de 150 para 2 após visita do Ministro da Saúde Nelson Teich. Isso aconteceu porque ele começou a investigar mortes fraudulentas.,1,08/05/2020,https://piaui.folha.uol.com.br/lupa/2020/05/08/verificamos-mortes-manaus-teich/
Bill Gates está financiando uma vacina em forma de adesivo. A vacina contém um microchip que será usado para monitorar pessoas via rede 5G.,1,08/05/2020,https://piaui.folha.uol.com.br/lupa/2020/05/08/bill-gates-vacina-monitorar-pessoas/
"Foto mostra três lojas fechadas e com placas informando que as pessoas perderam o emprego por causa de Alexandre Kalil, prefeito de Belo Horizonte, e suas medidas de bloqueio contra o COVID-19.",1,11/05/2020,https://piaui.folha.uol.com.br/lupa/2020/05/11/verificamos-kalil-faixas-coronavirus/
O Washington Post publicou reportagem em que afirma que o paciente zero de COVID-19 era funcionário de um instituto de virologia em Wuhan.,1,11/05/2020,https://piaui.folha.uol.com.br/lupa/2020/05/11/verificamos-washington-post-covid-19/
"Segundo o Registro Civil, número de mortes por síndrome respiratória diminuiu e não aumentou entre 2019 e 2020 no Ceará, Brasil. O período considerado foi de 16 de março a 10 de maio.",1,11/05/2020,https://piaui.folha.uol.com.br/lupa/2020/05/11/verificamos-ceara-mortes-doencas-respiratorias-2020/
"Foto mostra metrô lotado e com pessoas usando máscaras. Na legenda, afirma-se que a imagem foi tirada depois que o prefeito de São Paulo determinou restrições de tráfego (apenas metade dos veículos pode circular diariamente) para aumentar o isolamento social.",1,11/05/2020,https://piaui.folha.uol.com.br/lupa/2020/05/11/verificamos-foto-vagao-lotado-sp-rodizio-ampliado-pandemia/
"A taxa de desaprovação do governador de São Paulo, João Doria, atingiu 98% durante o bloqueio da COVID-19.",1,12/05/2020,https://piaui.folha.uol.com.br/lupa/2020/05/12/verificamos-rejeicao-doria-covid/
O número total de mortes no Brasil diminuiu durante a pandemia da COVID-19.,1,12/05/2020,https://piaui.folha.uol.com.br/lupa/2020/05/12/falso-mortes-diminuiu-pandemia/
Vídeo mostra 4 hospitais supostamente vazios em São Paulo.,1,13/05/2020,https://piaui.folha.uol.com.br/lupa/2020/05/13/verificamos-hospitais-vazios-coronavirus/
"Foto mostra vários pacientes em camas de hospital concentradas em uma área muito pequena. A legenda afirma que era assim que era a saúde pública no Brasil em 2016, mas a mídia nunca falou sobre isso.",1,13/05/2020,https://piaui.folha.uol.com.br/lupa/2020/05/13/verificamos-hospital-2016/
"Dados do Registro Civil mostram que, entre 1º de janeiro e 12 de maio, o número total de mortes por causas respiratórias permanece basicamente o mesmo.",1,13/05/2020,https://piaui.folha.uol.com.br/lupa/2020/05/13/verificamos-mortes-iguais-2019-2020/
O chá boldo pode curar COVID-19 em três horas.,1,14/05/2020,https://piaui.folha.uol.com.br/lupa/2020/05/14/verificamos-cha-boldo-covid/
O Carrefour está oferecendo um vale de R$ 300 para famílias carentes durante a crise da COVID-19.,1,14/05/2020,https://piaui.folha.uol.com.br/lupa/2020/05/14/verificamos-golpistas-carrefour-whatsapp/
"Foto mostra uma mansão acompanhada de legenda que diz que João Doria, governador de São Paulo, quer que você fique em casa porque ele mora nesta casa.",1,14/05/2020,https://piaui.folha.uol.com.br/lupa/2020/05/14/verificamos-casa-do-doria/
"O Ministério da Saúde da Itália descobriu que as mortes por COVID-19 são causadas por bactérias, não pelo novo coronavírus.",1,15/05/2020,https://piaui.folha.uol.com.br/lupa/2020/05/15/verificamos-bacteria-coronavirus/
"Vídeo mostra profissionais de saúde em um hospital exibindo mensagem esperançosa. A legenda informa que o vídeo foi filmado no Hospital Moinhos de Vento, em Porto Alegre, e que eles conseguiram curar todos os pacientes com COVID-19 em sua UTI e estavam comemorando.",1,15/05/2020,https://piaui.folha.uol.com.br/lupa/2020/05/15/verificamos-hospital-video-casos-covid-19-uti/
"O Registro Civil brasileiro oficial mostrou que o número total de mortes em abril diminuiu, em vez de aumentar, entre 2019 e 2020, durante a pandemia da COVID-19.",1,15/05/2020,https://piaui.folha.uol.com.br/lupa/2020/05/15/numero-obitos-brasil-nao-diminuiu/
"Vídeo mostra um pastor evangélico oferecendo máscara espiritual invisível contra COVID-19, H1N1 e HIV.",1,18/05/2020,https://piaui.folha.uol.com.br/lupa/2020/05/18/verificamos-pastor-adelio-coronavirus/
O Supremo Tribunal Federal proibiu hospitais militares de tratar pacientes civis com COVID-19. Cinco partidos políticos contrários a Bolsonaro fizeram o pedido.,1,18/05/2020,https://piaui.folha.uol.com.br/lupa/2020/05/18/falso-stf-proibiu-hospitais-militares-covid/
"Foto mostra pilha de dinheiro. Na legenda, afirma-se que esse dinheiro foi destinado a financiar hospitais temporários no Rio, mas foi roubado por um assessor do governador Wilson Witzel.",1,18/05/2020,https://piaui.folha.uol.com.br/lupa/2020/05/18/verificamos-dinheiro-apreendido-foto-pf-hospitais-campanha-covid-19-rio/
"Foto mostra quarto de hospital vazio. A legenda diz que costumava ser uma ""sala de isolamento"" para pacientes com COVID-19 no Hospital HCPM, no Rio. Também diz que houve apenas um caso COVID-19 no hospital.",1,18/05/2020,https://piaui.folha.uol.com.br/lupa/2020/05/18/falso-um-internado-covid-hcpm/
"O Partido dos Trabalhadores (PT) entrou com uma ação contra o governo, no STF (Supremo Tribunal Federal), exigindo que o Governo Federal parasse de comprar cloroquina e hidroxicloroquina.",1,19/05/2020,https://piaui.folha.uol.com.br/lupa/2020/05/19/acao-pt-stf-cloroquina/
Vídeo mostra um homem deitado calmamente em uma cama de hospital e escondido em uma ambulância. A legenda diz que isso é prova de que as autoridades brasileiras estão forjando casos de COVID-19.,1,19/05/2020,https://piaui.folha.uol.com.br/lupa/2020/05/19/verificamos-video-homem-covid-19-ambulancia/
"Depois de deixar o cargo de ministro da Saúde, Nelson Teich disse que não podia trabalhar com Jair Bolsonaro porque não podia trabalhar com alguém que colocava sua própria mediocridade e ignorância diante da ciência.",1,20/05/2020,https://piaui.folha.uol.com.br/lupa/2020/05/20/verificamos-teich-bolsonaro-mediocridade/
"A grande mídia brasileira não disse nada depois que o ex-presidente Lula afirmou: ""felizmente a natureza criou esse monstro chamado coronavírus"".",1,20/05/2020,https://piaui.folha.uol.com.br/lupa/2020/05/20/verificamos-imprensa-se-calou-lula-ainda-bem-monstro-coronavirus/
"João Doria, governador de São Paulo, disse que as pessoas precisam escolher entre ""confinamento ou comida"" em uma entrevista ao Brasil Urgente, um programa de TV nacional.",1,20/05/2020,https://piaui.folha.uol.com.br/lupa/2020/05/20/verificamos-doria-datena-covid/
O governo federal criou um vale para as pessoas pobres comprarem botijões de gás durante a pandemia de COVID-19. A mensagem foi compartilhada no WhatsApp com um link para o formulário on-line autorizado que as pessoas precisam preencher para se qualificarem ao benefício.,1,21/05/2020,https://piaui.folha.uol.com.br/lupa/2020/05/21/verificamos-golpe-auxilio-gas/
"Vídeo mostra uma fila de profissionais de saúde dando as costas para um carro que passava. Nas legendas, afirma-se que eles estavam protestando contra Bruno Covas, prefeito de São Paulo.",1,21/05/2020,https://piaui.folha.uol.com.br/lupa/2020/05/21/verificamos-bruno-covid-saude/
"O filho de William Bonner, um dos âncoras mais conhecidos do Brasil, recebeu um subsídio de emergência COVID-19 de R $ 600, destinado aos pobres, apesar de ser filho de um homem rico.",1,21/05/2020,https://piaui.folha.uol.com.br/lupa/2020/05/21/falso-filho-bonner-auxilio/
"A cloroquina foi inventada por Gaspar Vianna, um cientista do Pará, Brasil.",1,21/05/2020,https://piaui.folha.uol.com.br/lupa/2020/05/21/verificamos-medico-paraense-descobriu-cloroquina/
"99% de todos os pacientes com COVID-19 em Itaperuna, no Rio de Janeiro, foram curados após serem tratados com cloroquina.",1,21/05/2020,https://piaui.folha.uol.com.br/lupa/2020/05/21/itaperuna-99-coronavirus-recuperados/
Um estudo espanhol com 60 mil pessoas demonstrou que as políticas de bloqueio são ineficazes.,1,22/05/2020,https://piaui.folha.uol.com.br/lupa/2020/05/22/verificamos-estudo-60-mil-pessoas-espanha-ineficacia-quarentenas/
Estados brasileiros recebem R$16.450 adicionais em financiamento do governo federal para cada morte por COVID-19.,1,25/05/2020,https://piaui.folha.uol.com.br/lupa/2020/05/25/verificamos-sao-paulo-16-mil-covid/
"O Bar Brahma, um dos bares mais famosos de São Paulo, será fechado após a falência durante a pandemia.",1,25/05/2020,https://piaui.folha.uol.com.br/lupa/2020/05/25/verificamos-bar-brahma-covid/
Vídeo mostra um grupo de policiais saudando manifestantes anti-lockdown em São Paulo.,1,25/05/2020,https://piaui.folha.uol.com.br/lupa/2020/05/25/verificamos-pms-video-continencia-manifestantes-isolamento-social/
"Foto de Wilson Witzel, governador do Rio de Janeiro, almoçando em um restaurante à beira-mar. Na legenda, diz que, enquanto a população do Rio está confinada, o governador desfruta de uma refeição chique em Angra dos Reis.",1,26/05/2020,https://piaui.folha.uol.com.br/lupa/2020/05/26/verificamos-witzel-angra-coronavirus/
"Um andar inteiro do Hospital Doutor João Lúcio Pereira Machado, em Manaus, está vazio depois que todos os pacientes com COVID-19 foram curados.",1,26/05/2020,https://piaui.folha.uol.com.br/lupa/2020/05/26/verificamos-andar-hospital-amazonas-pacientes-covid-19/
"O prefeito do Rio de Janeiro, Marcelo Crivella, anunciou um plano para começar a reabrir o comércio e serviços em 1º de junho, incluindo escolas.",1,27/05/2020,https://piaui.folha.uol.com.br/lupa/2020/05/27/verificamos-prefeitura-rio-reabertura/
"Vídeo mostra um homem sendo resgatado, vivo, de dentro de uma tumba. A legenda diz que ele foi enterrado vivo depois de ser declarado morto por COVID-19.",1,27/05/2020,https://piaui.folha.uol.com.br/lupa/2020/05/27/verificamos-video-homem-retirado-vivo-tumulo-pandemia-covid-19/
"Bing Liu, um pesquisador que estava prestes a descobrir uma vacina para o COVID-19, foi assassinado nos EUA.",1,27/05/2020,https://piaui.folha.uol.com.br/lupa/2020/05/27/verificamos-chines-morto-vacina-covid/
"Itapemirim, empresa brasileira de ônibus, declarou falência devido à falta de passageiros durante a crise de COVID-19",1,28/05/2020,https://piaui.folha.uol.com.br/lupa/2020/05/28/verificamos-itapemirim-decretou-falencia/
"O número de mortes por COVID-19 no Ceará, Brasil, caiu 90% após uma operação da Polícia Federal para investigar fraudes com o número de mortos.",1,28/05/2020,https://piaui.folha.uol.com.br/lupa/2020/05/28/verificamos-ceara-obito-pf/
A polícia do Ceará atirou em um surfista que estava quebrando o bloqueio em uma praia em Fortaleza.,1,28/05/2020,https://piaui.folha.uol.com.br/lupa/2020/05/28/verificamos-policial-atirou-surfista-fortaleza/
"Não houve mortes por COVID-19 em Fortaleza, Brasil, em 29 de maio.",1,01/06/2020,https://piaui.folha.uol.com.br/lupa/2020/06/01/verificamos-ceara-obitos-coronavirus/
"Após uma operação policial no Rio, a administração da cidade reduziu o número oficial de mortos por COVID-19 em 1.177",1,02/06/2020,https://piaui.folha.uol.com.br/lupa/2020/06/02/verificamos-rio-obitos-policia/
Uma foto de uma pessoa carregando um cadáver com uma única mão. A legenda afirma que se trata de um funeral forjado.,1,02/06/2020,https://piaui.folha.uol.com.br/lupa/2020/06/02/verificamos-saco-funeral-covid/
"Não houve mortes por COVID-19 em Belém, no Pará, nos dias 30 e 31 de maio.",1,03/06/2020,https://piaui.folha.uol.com.br/lupa/2020/06/03/verificamos-belem-nao-teve-nenhuma-morte-covid-19/
"O presidente de Madagascar, Andry Rajoelina, acusou a OMS de subornos promissores para envenenar “cura da COVID-19”.",1,03/06/2020,https://piaui.folha.uol.com.br/lupa/2020/06/03/verificamos-madagascar-oms-covid/
"Renata Vasconcellos, uma das âncoras de notícias mais famosas do Brasil, contraiu COVID-19.",1,04/06/2020,https://piaui.folha.uol.com.br/lupa/2020/06/04/verificamos-renata-vasconcellos-covid/
"Maria Virgínia Casagrande, primeira-dama do Espírito Santo, foi curada da COVID-19 após ser tratada com um protocolo de hidroxicloroquina e azitromicina.",1,04/06/2020,https://piaui.folha.uol.com.br/lupa/2020/06/04/verificamos-primeira-dama-unimed-hidroxicloroquina/
"O hospital de campanha do Anhembi, em São Paulo, está vazio. Suposto vídeo comprova.",1,05/06/2020,https://piaui.folha.uol.com.br/lupa/2020/06/05/verificamos-hospital-de-campanha-do-anhembi-vazio/
"Tasuku Honjo, ganhador do prêmio Nobel, afirmou que o SARS-Cov-2 foi fabricado em um laboratório em Wuhan, onde costumava trabalhar.",1,05/06/2020,https://piaui.folha.uol.com.br/lupa/2020/06/05/verificamos-tasuku-honjo-nobel-coronavirus-laboratorio/
"Donald Trump publicou em sua conta no Twitter que o presidente brasileiro ""Javier"" Bolsonaro é um ""grande cara"", mas que suas políticas contra a COVID-19 estão levando a um ""genocídio"".",1,08/06/2020,https://piaui.folha.uol.com.br/lupa/2020/06/08/verificamos-tuite-trump-javier/
"O Ministério da Saúde do Brasil proibiu a expressão ""suspeita de COVID-19"" para ser usada em atestados de óbito.",1,08/06/2020,https://piaui.folha.uol.com.br/lupa/2020/06/08/verificamos-obito-covid-suspeito/
"O ex-candidato presidencial brasileiro Fernando Haddad deu uma festa de aniversário, com convidados enquanto defendia o isolamento social.",1,08/06/2020,https://piaui.folha.uol.com.br/lupa/2020/06/08/verificamos-haddad-festa-covid/
"O governo do estado de Pernambuco enviou caixas de desinfetantes para as mãos à base de álcool para hospitais estaduais, mas havia apenas duas garrafas e muita areia em cada caixa.",1,09/06/2020,https://piaui.folha.uol.com.br/lupa/2020/06/09/verificamos-pernambuco-areia-alcool/
"Durante entrevista a um jornal australiano, porta-voz da OMS disse que a instituição nunca recomendou o isolamento social.",1,09/06/2020,https://piaui.folha.uol.com.br/lupa/2020/06/09/verificamos-oms-desaconselhou-isolamento/
Vídeo mostra baile funk supostamente realizado depois que o Supremo Tribunal suspendeu as operações policiais nas favelas do Rio durante a pandemia.,1,09/06/2020,https://piaui.folha.uol.com.br/lupa/2020/06/09/verificamos-video-baile-decisao-stf/
A OMS afirmou que casos assintomáticos de COVID-19 não contribuem para a disseminação da doença.,1,09/06/2020,https://piaui.folha.uol.com.br/lupa/2020/06/09/verificamos-oms-assintomaticos-covid/
O Congresso Nacional do Brasl aprovou uma lei que exige o uso de máscaras dentro de sua casa durante a pandemia de COVID-19. Policiais terão permissão para entrar em casa para verificar se você está usando máscara ou não.,1,10/06/2020,https://piaui.folha.uol.com.br/lupa/2020/06/10/verificamos-camara-mascara-casa/
"Foto de um homem tentando ressuscitar a avó através da respiração boca a boca. Segundo a legenda, a foto foi tirada em Minas Gerais.",1,12/06/2020,https://piaui.folha.uol.com.br/lupa/2020/06/12/verificamos-rapaz-reanimar-covid/
"O H1N1 causou mais mortes durante a pandemia de 2009 do que o novo coronavírus. No entanto, ninguém falou sobre isso.",1,12/06/2020,https://piaui.folha.uol.com.br/lupa/2020/06/12/verificamos-h1n1-covid-mortes/
"João Doria, governador de São Paulo, assinou contrato com o Sinovac para desenvolver uma vacina contra a COVID-19 em agosto. Portanto, ele sabia tudo sobre a doença e faz parte de uma conspiração chinesa.",1,15/06/2020,https://piaui.folha.uol.com.br/lupa/2020/06/15/verificamos-doria-vacina-butantan/
A polícia federal encontrou milhares de reais dentro da casa da Secretaria de Saúde do estado do Pará. Esse dinheiro deveria ser destinado a equipamentos relacionados à COVID-19.,1,17/06/2020,https://piaui.folha.uol.com.br/lupa/2020/06/17/verificamos-dinheiro-secretario-saude/
Assaltantes fingem ser profissionais de saúde. Eles visitam casas oferecendo testes gratuitos de COVID-19 e aproveitam a oportunidade para saquear casas.,1,17/06/2020,https://piaui.folha.uol.com.br/lupa/2020/06/17/verificamos-foto-assaltantes-testes-covid-19/
"Vídeo mostra Camilo Santana, governador do Ceará, dizendo palavrões para explicar porque ele está adiando medidas de bloqueio.",1,17/06/2020,https://piaui.folha.uol.com.br/lupa/2020/06/17/verificamos-video-ceara-decreto/
Um policial de São Paulo resgatou sua mãe enquanto ela estava prestes a ser enterrada viva.,1,17/06/2020,https://piaui.folha.uol.com.br/lupa/2020/06/17/verificamos-saco-defuntos-sp/
"Foto mostra Joice Hasselmann, deputada federal recentemente diagnosticada com COVID-19, andando no corredor de um hospital sem máscara. A legenda afirma que ela está fingindo a doença.",1,18/06/2020,https://piaui.folha.uol.com.br/lupa/2020/06/18/verificamos-joice-sem-mascara-covid/
"O CoronaVac, vacina que está sendo desenvolvida na China e será testada no Brasil, foi testada apenas em macacos.",1,18/06/2020,https://piaui.folha.uol.com.br/lupa/2020/06/18/verificamos-vacina-sinovac-macacos/
"A CoronaVac, uma vacina que está sendo desenvolvida na China e será testada no Brasil, está sendo financiada por Bill Gates.",1,18/06/2020,https://piaui.folha.uol.com.br/lupa/2020/06/18/verificamos-vacina-gates-chinesa/
