titulo,textos,verdadeira
“[Hidroxicloroquina e ivermectina] Não tem efeito colateral.”,“[Hidroxicloroquina e ivermectina] Não tem efeito colateral.”,1
"“Alguns falam: ah, ciência. Calma, rapaz. Esses medicamentos, a hidroxicloroquina têm 70 anos. Não tem efeito colateral.”","“Alguns falam: ah, ciência. Calma, rapaz. Esses medicamentos, a hidroxicloroquina têm 70 anos. Não tem efeito colateral.”",1
“É uma vacina experimental (...)”,“É uma vacina experimental (...)”,1
“Quem falou gripezinha não fui eu. Foi o Drauzio Varella.”,“Quem falou gripezinha não fui eu. Foi o Drauzio Varella.”,1
"“O que eu falei, desafiei a imprensa depois a me desmentir, gripezinha para mim.”","“O que eu falei, desafiei a imprensa depois a me desmentir, gripezinha para mim.”",1
“Há seis meses a secretária de saúde de Manaus foi presa por corrupção.”,“Há seis meses a secretária de saúde de Manaus foi presa por corrupção.”,1
"“Dinheiro repassado a título de auxílio emergencial para o estado do Amazonas: R$ 3,17 milhões. Isso está no portal da Transparência.”","“Dinheiro repassado a título de auxílio emergencial para o estado do Amazonas: R$ 3,17 milhões. Isso está no portal da Transparência.”",1
"“Estamos fazendo todo o possivel, apesar de o Supremo ter me proibido de fazer isso [atuar contra a pandemia].”","“Estamos fazendo todo o possivel, apesar de o Supremo ter me proibido de fazer isso [atuar contra a pandemia].”",1
"“Eu tô cometendo um crime por interferir, por ajudar, não ao contrário. (...) o Supremo Tribunal Federal que falou que eu estou proibido de interferir em ações de combate à Covid em estados e municípios. Estou desobedecendo o Supremo e estou interferindo.”","“Eu tô cometendo um crime por interferir, por ajudar, não ao contrário. (...) o Supremo Tribunal Federal que falou que eu estou proibido de interferir em ações de combate à Covid em estados e municípios. Estou desobedecendo o Supremo e estou interferindo.”",1
"“E uma vacina que está na fase experimental, mais grave ainda.”","“E uma vacina que está na fase experimental, mais grave ainda.”",1
"“Falar que a vacina tem que ser obrigatória, uma vacina que é emergencial.”","“Falar que a vacina tem que ser obrigatória, uma vacina que é emergencial.”",1
"“Se o Supremo [Tribunal Federal] não tivesse me proibido, eu teria um plano diferente do que foi feito [em relação às medidas de isolamento na pandemia].”","“Se o Supremo [Tribunal Federal] não tivesse me proibido, eu teria um plano diferente do que foi feito [em relação às medidas de isolamento na pandemia].”",1
“O que leva a isso [diminuição de mortes]? Tratamento precoce demonizado por João Doria e tantos outros.”,“O que leva a isso [diminuição de mortes]? Tratamento precoce demonizado por João Doria e tantos outros.”,1
"“Não tem nenhum remédio reconhecido cientificamente, mas, experimentalmente nós temos notícia da ivermectina, da hidroxicloroquina, da Anitta, da azitromicina, e onde está sendo usado isso a morte está caindo assustadoramente. ”","“Não tem nenhum remédio reconhecido cientificamente, mas, experimentalmente nós temos notícia da ivermectina, da hidroxicloroquina, da Anitta, da azitromicina, e onde está sendo usado isso a morte está caindo assustadoramente. ”",1
"“Há pouco tempo, março ou abril [de 2020] em Diário Oficial do Estado de São Paulo o senhor João Doria publicou que, no caso de dúvida, a causa mortis é Covid.”","“Há pouco tempo, março ou abril [de 2020] em Diário Oficial do Estado de São Paulo o senhor João Doria publicou que, no caso de dúvida, a causa mortis é Covid.”",1
“Qual país da América do Sul fez auxílio emergencial?”,“Qual país da América do Sul fez auxílio emergencial?”,1
"“Esse caso de Manaus. Quando nós descobrimos que o problema estava se agravando, me reuni semana passada com o ministro Pazuello e na segunda-feira ele partiu cedinho para Manaus.”","“Esse caso de Manaus. Quando nós descobrimos que o problema estava se agravando, me reuni semana passada com o ministro Pazuello e na segunda-feira ele partiu cedinho para Manaus.”",1
“E nós sabemos que hoje em dia a vitamina D ajuda como uma barreira para a infecção do coronavírus.”,“E nós sabemos que hoje em dia a vitamina D ajuda como uma barreira para a infecção do coronavírus.”,1
"“Eu gostaria de estar podendo participar ativamente dessa questão, mas em abril do ano passado eu fui simplesmente proibido pelo STF de participar dessas ações, que passaram, então, a ser de responsabildiade exclusiva de vereadores e prefeitos.”","“Eu gostaria de estar podendo participar ativamente dessa questão, mas em abril do ano passado eu fui simplesmente proibido pelo STF de participar dessas ações, que passaram, então, a ser de responsabildiade exclusiva de vereadores e prefeitos.”",1
"“Ja chegou lá, levado pela Força Aérea, um hospital de campanha.”","“Ja chegou lá, levado pela Força Aérea, um hospital de campanha.”",1
"“Ele [Pazuello] imediatamente adotou o tratamento precoce do Covid, que é hidroxicloroquina, que é ivermectina, que é Annita, azitromicina, entre outras coisas.”","“Ele [Pazuello] imediatamente adotou o tratamento precoce do Covid, que é hidroxicloroquina, que é ivermectina, que é Annita, azitromicina, entre outras coisas.”",1
"“Eu sempre disse, desde março, que saúde e economia tinham que andar de mãos dadas.”","“Eu sempre disse, desde março, que saúde e economia tinham que andar de mãos dadas.”",1
"“Essa ingerência, essa proibição de eu participar de ações de combate à Covid, veio após uma ida do ministro da Saúde, o senhor Henrique Mandetta, ao STF, onde ele falou para os velhinhos coisas que fizeram com que eles ficassem apavorados.”","“Essa ingerência, essa proibição de eu participar de ações de combate à Covid, veio após uma ida do ministro da Saúde, o senhor Henrique Mandetta, ao STF, onde ele falou para os velhinhos coisas que fizeram com que eles ficassem apavorados.”",1
"“Então o Supremo ficou apavorado, e outras coisas mais ele [Luiz Henrique Mandetta] falou, e resolveu me castrar no tocante a isso daí [medidas de restrição].”","“Então o Supremo ficou apavorado, e outras coisas mais ele [Luiz Henrique Mandetta] falou, e resolveu me castrar no tocante a isso daí [medidas de restrição].”",1
"“(...) a mais grave [decisão do STF], no meu entender, foi alijar o governo federal de participar da política de combate à Covid.”","“(...) a mais grave [decisão do STF], no meu entender, foi alijar o governo federal de participar da política de combate à Covid.”",1
“A vacina chama-se emergencial. Não tá devidamente comprovada ainda.”,“A vacina chama-se emergencial. Não tá devidamente comprovada ainda.”,1
“Agora eu não pretendo tomar a vacina sem que ela seja devidamente comprovada cientificamente.”,“Agora eu não pretendo tomar a vacina sem que ela seja devidamente comprovada cientificamente.”,1
"“(...) onde nós estamos agindo, apesar de o STF dizer que eu não posso agir no tocante ao combate ao coronavírus.”","“(...) onde nós estamos agindo, apesar de o STF dizer que eu não posso agir no tocante ao combate ao coronavírus.”",1
"“Agora, ele [João Doria] pega tudo de ruim que acontece e joga no meu colo, mas não tem coragem de falar: olha, o STF se equivocou, ou não tomou uma decisão muito certa, ao retirar do presidente da República a possibilidade de ele gerenciar o combate ao coronavírus.”","“Agora, ele [João Doria] pega tudo de ruim que acontece e joga no meu colo, mas não tem coragem de falar: olha, o STF se equivocou, ou não tomou uma decisão muito certa, ao retirar do presidente da República a possibilidade de ele gerenciar o combate ao coronavírus.”",1
"“Em abril do ano passado [2020], o Supremo Tribunal Federal decidiu que o presidente Jair Bolsonaro não poderia interferir em estados e municípios sobre ações da Covid.”","“Em abril do ano passado [2020], o Supremo Tribunal Federal decidiu que o presidente Jair Bolsonaro não poderia interferir em estados e municípios sobre ações da Covid.”",1
"“Nós sabemos que não tem uma comprovação científica, mas também não tem efeito colateral nenhum a hidroxicloroquina.”","“Nós sabemos que não tem uma comprovação científica, mas também não tem efeito colateral nenhum a hidroxicloroquina.”",1
"“E muita gente, não sei como começou a aparecer isso daí, que começou a tomar a hidroxicloroquina e a carga viral diminuía.”","“E muita gente, não sei como começou a aparecer isso daí, que começou a tomar a hidroxicloroquina e a carga viral diminuía.”",1
“Eu mesmo fui uma pessoa [que se tratou com hidroxicloroquina] que aconteceu isso comigo [foi curado da Covid-19].”,“Eu mesmo fui uma pessoa [que se tratou com hidroxicloroquina] que aconteceu isso comigo [foi curado da Covid-19].”,1
“E ela [hidroxicloroquina] tem dado certo em muitos municípios no Brasil.”,“E ela [hidroxicloroquina] tem dado certo em muitos municípios no Brasil.”,1
"“E até em outros países [a hidroxicloroquina] tem dado certo, em especial os países na África Subsaariana.”","“E até em outros países [a hidroxicloroquina] tem dado certo, em especial os países na África Subsaariana.”",1
“Mas o tratamento precoce tem dado certo.”,“Mas o tratamento precoce tem dado certo.”,1
"“A hidroxicloroquina, no meu entender, é a mesma coisa [não tem comprovação científica, mas funciona].”","“A hidroxicloroquina, no meu entender, é a mesma coisa [não tem comprovação científica, mas funciona].”",1
"“Se bem que hoje eu já vi no programa de vocês infectologistas falando de que a hidroxicloroquina, a ivermectina, a azitromicina, a Annita, tem dado certo.”","“Se bem que hoje eu já vi no programa de vocês infectologistas falando de que a hidroxicloroquina, a ivermectina, a azitromicina, a Annita, tem dado certo.”",1
"“Olha o que tá acontecendo em Manaus. O Pazuello chegou lá, o nosso ministro da Saúde, e interviu rapidamente e determinou o tratamento precoce. É criticado? É criticado. Mas o que que nós podemos oferecer sabendo que muitos lugares deu certo esse tratamento precoce?”","“Olha o que tá acontecendo em Manaus. O Pazuello chegou lá, o nosso ministro da Saúde, e interviu rapidamente e determinou o tratamento precoce. É criticado? É criticado. Mas o que que nós podemos oferecer sabendo que muitos lugares deu certo esse tratamento precoce?”",1
"“Quando eu comecei a falar em hidroxicloroquina, uma grande rede de televisão aí começou a falar que ela causava arritmia. Depois a Sociedade Europeia de Cardiologia disse que não havia arritmia.”","“Quando eu comecei a falar em hidroxicloroquina, uma grande rede de televisão aí começou a falar que ela causava arritmia. Depois a Sociedade Europeia de Cardiologia disse que não havia arritmia.”",1
"“Depois eu vi um vídeo dessa mesma televisão, se não me engano de 2016, 2017, recomendando que as mulheres com zika tomem a hidroxicloroquina para que salve seus bebês. Então é uma coisa mais que politizada.”","“Depois eu vi um vídeo dessa mesma televisão, se não me engano de 2016, 2017, recomendando que as mulheres com zika tomem a hidroxicloroquina para que salve seus bebês. Então é uma coisa mais que politizada.”",1
"“E tomou pé, não só tomou pé, da situação caótica em que se encontrava a capital, bem como tomou providências, apesar de eu estar proibido de tomar muitas medidas no combate ao coronavírus.”","“E tomou pé, não só tomou pé, da situação caótica em que se encontrava a capital, bem como tomou providências, apesar de eu estar proibido de tomar muitas medidas no combate ao coronavírus.”",1
"“O que nos surpreende é chegar lá [em Manaus] e encontrar a saúde em uma situação bastante complicada. Você vê, há seis meses, cinco meses, a secretária de Saúde foi presa.”","“O que nos surpreende é chegar lá [em Manaus] e encontrar a saúde em uma situação bastante complicada. Você vê, há seis meses, cinco meses, a secretária de Saúde foi presa.”",1
“A mim coube apenas dar meios e recursos [durante a pandemia].”,“A mim coube apenas dar meios e recursos [durante a pandemia].”,1
"“E mesmo sendo execrado muitas vezes, continuo falando na ivermectina, na hidroxicloroquina como um remédio para combater a Covid-19.”","“E mesmo sendo execrado muitas vezes, continuo falando na ivermectina, na hidroxicloroquina como um remédio para combater a Covid-19.”",1
“Nós nos endividamos em mais R$ 700 bilhões.”,“Nós nos endividamos em mais R$ 700 bilhões.”,1
"“Desde o começo, eu tinha uma linha e não pude agir nela por decisão do STF, que decidiu que essas medidas de isolamento, de lockdown, de confinamento, entre outras, caberia exclusivamente a governadores e prefeitos.”","“Desde o começo, eu tinha uma linha e não pude agir nela por decisão do STF, que decidiu que essas medidas de isolamento, de lockdown, de confinamento, entre outras, caberia exclusivamente a governadores e prefeitos.”",1
"“É a mesma coisa o tratamento precoce da Covid com hidroxicloroquina, ivermectina, com a tal da Annita, mais azitromicina, mais vitamina D [não há comprovação científica, mas funciona].”","“É a mesma coisa o tratamento precoce da Covid com hidroxicloroquina, ivermectina, com a tal da Annita, mais azitromicina, mais vitamina D [não há comprovação científica, mas funciona].”",1
"“E não faz mal isso aí [hidroxicloroquina, ivermectina, nitazoxanida]. Se lá na frente for comprovado que não surtiu efeito, o que não vai acontecer.”","“E não faz mal isso aí [hidroxicloroquina, ivermectina, nitazoxanida]. Se lá na frente for comprovado que não surtiu efeito, o que não vai acontecer.”",1
“Mas é uma prova [as baixas taxas de mortalidade entre crianças e adolescentes] que os jovens poderiam tá estudando sem problema nenhum.”,“Mas é uma prova [as baixas taxas de mortalidade entre crianças e adolescentes] que os jovens poderiam tá estudando sem problema nenhum.”,1
"“Afinal de contas, é algo emergencial [a vacina], não temos comprovação.”","“Afinal de contas, é algo emergencial [a vacina], não temos comprovação.”",1
"“(...) quem dirá algo emergencial, que não foi devidamente comprovado ainda [a vacina].”","“(...) quem dirá algo emergencial, que não foi devidamente comprovado ainda [a vacina].”",1
"“Saúde e economia, sempre disse, andam de mãos dadas.”","“Saúde e economia, sempre disse, andam de mãos dadas.”",1
"“Mas não podemos, não digo nós, né, porque o que foi feito foi tirar de mim o poder de falar sobre pandemia. O STF disse que a responsabilidade de lockdown, de confinamento, de isolamento, etc, é de estados emunicípios. Me deixaram de fora disso.”","“Mas não podemos, não digo nós, né, porque o que foi feito foi tirar de mim o poder de falar sobre pandemia. O STF disse que a responsabilidade de lockdown, de confinamento, de isolamento, etc, é de estados emunicípios. Me deixaram de fora disso.”",1
"“Até poucos meses, o Brasil tava nos primeiros em mortes por milhão de habitantes. Agora tá em 23º, 24º. Por que que o número de mortes por milhão de habitantes tá sendo menor no Brasil? Graças ao tratamento precoce, não tem outra explicação”","“Até poucos meses, o Brasil tava nos primeiros em mortes por milhão de habitantes. Agora tá em 23º, 24º. Por que que o número de mortes por milhão de habitantes tá sendo menor no Brasil? Graças ao tratamento precoce, não tem outra explicação”",1
"“Graças ao voluntarismo de dezenas de milhares de médicos que resolveram levar avante isso. Comprovaram na ponta da linha, trataram com hidroxicloroquina, trataram com ivermectina, com Annita, com aitromicina, com zinco, e deu certo.”","“Graças ao voluntarismo de dezenas de milhares de médicos que resolveram levar avante isso. Comprovaram na ponta da linha, trataram com hidroxicloroquina, trataram com ivermectina, com Annita, com aitromicina, com zinco, e deu certo.”",1
“Teve cidades que o prefeito teve a coragem de adotar medidas nesse sentido e o número de óbitos foi próximo de zero.”,“Teve cidades que o prefeito teve a coragem de adotar medidas nesse sentido e o número de óbitos foi próximo de zero.”,1
"“E alguns falam: ah, não tem comprovação científica. Ô, cara, mas não tem efeito colateral.”","“E alguns falam: ah, não tem comprovação científica. Ô, cara, mas não tem efeito colateral.”",1
"“(...) sequer a questão de coração, arritmia, que era pregada lá atrás, que falava que a hidroxicloroquina causava arritmia, a Sociedade Europeia de Cardiologia disse há dois meses que não causava arritmia.”","“(...) sequer a questão de coração, arritmia, que era pregada lá atrás, que falava que a hidroxicloroquina causava arritmia, a Sociedade Europeia de Cardiologia disse há dois meses que não causava arritmia.”",1
"“A Rede Globo mesmo em 2016, 2017, recomendava hidroxicloroquina para grávidas para combater zika nos fetos.”","“A Rede Globo mesmo em 2016, 2017, recomendava hidroxicloroquina para grávidas para combater zika nos fetos.”",1
“Nós devemos ter uns 4 milhões de comprimidos de reserva [de hidroxicloroquina].”,“Nós devemos ter uns 4 milhões de comprimidos de reserva [de hidroxicloroquina].”,1
"“Agora, tem dado certo: a hidroxicloroquina, ivermectina, azitromicina, Annita, zinco, vitamina D. Tem dado certo.”","“Agora, tem dado certo: a hidroxicloroquina, ivermectina, azitromicina, Annita, zinco, vitamina D. Tem dado certo.”",1
"“Mas, se você vai tomar um vermífugo, como a ivermectina, que muita gente tá dizendo que dá certo, por que você tá falando que não vai tomar por que não tem comprovação científica?”","“Mas, se você vai tomar um vermífugo, como a ivermectina, que muita gente tá dizendo que dá certo, por que você tá falando que não vai tomar por que não tem comprovação científica?”",1
"“Não tem comprovação científica [para o uso da ivermectina contra a Covid-19] ainda, mas a observacional existe e tem dado certo. A carga viral tem diminuído.”","“Não tem comprovação científica [para o uso da ivermectina contra a Covid-19] ainda, mas a observacional existe e tem dado certo. A carga viral tem diminuído.”",1
"“A Anvisa certificou qualquer vacina, não interessa de onde [vamos adquirir] (...)”","“A Anvisa certificou qualquer vacina, não interessa de onde [vamos adquirir] (...)”",1
"“(...) nós já demos o cheque ano passado, R$ 20 bilhões, Paulo Guedes assinou um checão ali, crédito, para comprar a vacina.”","“(...) nós já demos o cheque ano passado, R$ 20 bilhões, Paulo Guedes assinou um checão ali, crédito, para comprar a vacina.”",1
"“Agora, sabemos que a vida não tem preço. Desde o primeiro momento. Tanto que eu falava: economia e saúde tem que estar de mãos dadas.”","“Agora, sabemos que a vida não tem preço. Desde o primeiro momento. Tanto que eu falava: economia e saúde tem que estar de mãos dadas.”",1
“Todas as vidas são importantes. Todas as vidas importam. E o tratamento precoce é uma alternativa para isso.”,“Todas as vidas são importantes. Todas as vidas importam. E o tratamento precoce é uma alternativa para isso.”,1
"“Qual país do mundo fez isso [auxílio emergencial]? Fez, que eu sei, os EUA. Um cheque de US$ 1.000 para muita gente lá.”","“Qual país do mundo fez isso [auxílio emergencial]? Fez, que eu sei, os EUA. Um cheque de US$ 1.000 para muita gente lá.”",1
“Não faziam o tratamento precoce [em Manaus]. Aumentou assustadoramente o número de mortes.”,“Não faziam o tratamento precoce [em Manaus]. Aumentou assustadoramente o número de mortes.”,1
"“É igual quando eu falo da hidroxicloroquina, da ivermectina. Vem ainda alguns que falam: não tem comprovação científica. Eu sempre falei que não tinha.”","“É igual quando eu falo da hidroxicloroquina, da ivermectina. Vem ainda alguns que falam: não tem comprovação científica. Eu sempre falei que não tinha.”",1
“Os maiores números de mortos por milhão de habitantes é lá [na Argentina].”,“Os maiores números de mortos por milhão de habitantes é lá [na Argentina].”,1
"“E nós aqui está, se não me engano, 22 [posição no ranking mundial de mortes por milhão]. Por que 22? Já que falam que é péssimo, me chamam de genocida, por que tá 22º lugar o número de mortos por milhão de habitantes? Porque eu tive coragem de falar da hidroxicloroquina, da ivermectina.”","“E nós aqui está, se não me engano, 22 [posição no ranking mundial de mortes por milhão]. Por que 22? Já que falam que é péssimo, me chamam de genocida, por que tá 22º lugar o número de mortos por milhão de habitantes? Porque eu tive coragem de falar da hidroxicloroquina, da ivermectina.”",1
“Veja a quantidade de mortes baixa em países da África Subsaariana [devido ao tratamento com hidroxicloroquina].”,“Veja a quantidade de mortes baixa em países da África Subsaariana [devido ao tratamento com hidroxicloroquina].”,1
"“Aí falam: não tem comprovação científica. Ô, cara, eu sei que não tem. Mas não tem efeito colateral.”","“Aí falam: não tem comprovação científica. Ô, cara, eu sei que não tem. Mas não tem efeito colateral.”",1
"“A Globo, quando comecei a falar de hidroxicloroquina, falou que causava arritmia. Algumas semanas depois, a Sociedade Europeia de Cardiologia disse que não causava arritmia.”","“A Globo, quando comecei a falar de hidroxicloroquina, falou que causava arritmia. Algumas semanas depois, a Sociedade Europeia de Cardiologia disse que não causava arritmia.”",1
"“E mais: a TV Globo, em 2016, 2017, recomendou a hidroxicloroquina para grávidas, para combater os efeitos da zika no feto.”","“E mais: a TV Globo, em 2016, 2017, recomendou a hidroxicloroquina para grávidas, para combater os efeitos da zika no feto.”",1
“Estado grave não funciona [a hidroxicloroquina].”,“Estado grave não funciona [a hidroxicloroquina].”,1
“Há pouco tempo éramos o quinto em número de mortes por milhão. Agora somos o 24º. Só tem uma explicação: o tratamento precoce.”,“Há pouco tempo éramos o quinto em número de mortes por milhão. Agora somos o 24º. Só tem uma explicação: o tratamento precoce.”,1
“Só que veio essa desgraça da pandemia. Mais ou menos R$ 700 bilhões de endividamento.”,“Só que veio essa desgraça da pandemia. Mais ou menos R$ 700 bilhões de endividamento.”,1
"“Eu com as minhas medidas de sugerir tratamento precoce, evitamos muitas mortes.”","“Eu com as minhas medidas de sugerir tratamento precoce, evitamos muitas mortes.”",1
“Nós salvamos vida com esse tratamento precoce.”,“Nós salvamos vida com esse tratamento precoce.”,1
"“O menor estado do Brasil, Roraima, recebeu R$ 1 bilhão [para auxílio emergencial]”","“O menor estado do Brasil, Roraima, recebeu R$ 1 bilhão [para auxílio emergencial]”",1
"“Quando o pessoal tá com verme, é comum receitar a ivermectina (...) agora, por coincidência, isso passou também a ajudar a diminuir a carga viral.”","“Quando o pessoal tá com verme, é comum receitar a ivermectina (...) agora, por coincidência, isso passou também a ajudar a diminuir a carga viral.”",1
“Caso grave todo mundo sabe que não tem efeito nenhum [a hidroxicloroquina]”,“Caso grave todo mundo sabe que não tem efeito nenhum [a hidroxicloroquina]”,1
“Eu tomei hidroxicloroquina.”,“Eu tomei hidroxicloroquina.”,1
"“Outros tomam ivermectina, outros tomam Annita. E não vai fazer mal. Tem comprovação científica? Ainda não. Mas não faz mal.”","“Outros tomam ivermectina, outros tomam Annita. E não vai fazer mal. Tem comprovação científica? Ainda não. Mas não faz mal.”",1
"“Há questão de dois meses, aproximadamente, a Sociedade Europeia de Cardiologia disse que não causa arritmia.”","“Há questão de dois meses, aproximadamente, a Sociedade Europeia de Cardiologia disse que não causa arritmia.”",1
"“E a TV Globo, em um programa de 2016, se não me engano, tava lá o pessoal anunciando a hidroxicloroquina, dizendo que não havia efeito colateral para as grávidas, que era usada para combater a zika, a má formação cerebral das crianças.”","“E a TV Globo, em um programa de 2016, se não me engano, tava lá o pessoal anunciando a hidroxicloroquina, dizendo que não havia efeito colateral para as grávidas, que era usada para combater a zika, a má formação cerebral das crianças.”",1
“Então o tratamento precoce deu certo comigo.”,“Então o tratamento precoce deu certo comigo.”,1
"“E você vê, é uma vacina emergencial. Não tem uma comprovação científica ainda.”","“E você vê, é uma vacina emergencial. Não tem uma comprovação científica ainda.”",1
"“Não tem cabimento o que tá acontecendo, [a vacina] é experimental, não temos comprovação científica.”","“Não tem cabimento o que tá acontecendo, [a vacina] é experimental, não temos comprovação científica.”",1
"“Essa daí você não pode falar que é obrigatória, uma vacina que não tem comprovação ainda, é experimental.”","“Essa daí você não pode falar que é obrigatória, uma vacina que não tem comprovação ainda, é experimental.”",1
"“Então não tem o termo de responsabilidade, não tem que assinar nada, mas quem for aplicar tem que falar para aquela pessoa: seu João, dona Maria, o problema que pode acontecer, nós não nos responsabilizamos. A senhora vai correr esse risco?”","“Então não tem o termo de responsabilidade, não tem que assinar nada, mas quem for aplicar tem que falar para aquela pessoa: seu João, dona Maria, o problema que pode acontecer, nós não nos responsabilizamos. A senhora vai correr esse risco?”",1
"“Me apresentem um áudio, um vídeo em que eu esteja falando, por exemplo, que é uma gripezinha isso daí.”","“Me apresentem um áudio, um vídeo em que eu esteja falando, por exemplo, que é uma gripezinha isso daí.”",1
"“Tem do Drauzio Varella, meu não tem.”","“Tem do Drauzio Varella, meu não tem.”",1
“(...) tomei hidroxicloroquina e no dia seguinte tava bom.”,“(...) tomei hidroxicloroquina e no dia seguinte tava bom.”,1
"“E depois, se eu não me engano, cinco ou seis universidades do Brasil falaram que quem tem uma vida atlética, cuidando de sua saúde, correndo, fazendo exercício, a chance era 40% menos de, ao contrair o vírus, ele se instalar de forma grave e te levar a uma enfermidade, agravamento e até óbito.”","“E depois, se eu não me engano, cinco ou seis universidades do Brasil falaram que quem tem uma vida atlética, cuidando de sua saúde, correndo, fazendo exercício, a chance era 40% menos de, ao contrair o vírus, ele se instalar de forma grave e te levar a uma enfermidade, agravamento e até óbito.”",1
"“Como concordaram também a questão da vitamina D. Então ja tem pesquisas comprovadas que quem tem uma taxa alta de vitamina D não sente absolutamente nada, são assintomáticos.”","“Como concordaram também a questão da vitamina D. Então ja tem pesquisas comprovadas que quem tem uma taxa alta de vitamina D não sente absolutamente nada, são assintomáticos.”",1
"“Alguns ficam sempre batendo na tecla: ah, não tem comprovação científica. Ô, cara pálida, eu sei que não tem, cara pálida. Mas daqui a alguns anos vai ter.”","“Alguns ficam sempre batendo na tecla: ah, não tem comprovação científica. Ô, cara pálida, eu sei que não tem, cara pálida. Mas daqui a alguns anos vai ter.”",1
“Aqui não tem o remédio comprovado? Não tem.”,“Aqui não tem o remédio comprovado? Não tem.”,1
"“E nós assinamos aqui, eu assinei uma MP de R$ 20 bilhões para comprar a vacina. Assinei em dezembro do ano passado.”","“E nós assinamos aqui, eu assinei uma MP de R$ 20 bilhões para comprar a vacina. Assinei em dezembro do ano passado.”",1
"“Se eu não me engano, no interior de São Paulo, Araraquara, se eu não me engano, o prefeito, até via sua Guarda Municipal, prendeu uma mulher em praça pública sozinha.”","“Se eu não me engano, no interior de São Paulo, Araraquara, se eu não me engano, o prefeito, até via sua Guarda Municipal, prendeu uma mulher em praça pública sozinha.”",1
"“Que que é vacina emergencial? Tem um laboratório produzindo. Não tá na fase final ainda e tá morrendo gente. Ó, vocês querem, tá à disposição, mas não podemos nos responsabilizar por efeitos colaterais.”","“Que que é vacina emergencial? Tem um laboratório produzindo. Não tá na fase final ainda e tá morrendo gente. Ó, vocês querem, tá à disposição, mas não podemos nos responsabilizar por efeitos colaterais.”",1
“O Supremo diz que a responsabilidade dessas questões [isolamento] cabe a governadores e prefeitos.”,“O Supremo diz que a responsabilidade dessas questões [isolamento] cabe a governadores e prefeitos.”,1
“O que coube a minha responsabilidade [no combate à pandemia] eu fiz: recursos e meios.”,“O que coube a minha responsabilidade [no combate à pandemia] eu fiz: recursos e meios.”,1
“Qual país do mundo fez auxílio emergencial? Parecido foram os Estados Unidos. Parecido. Mais ninguém fez.”,“Qual país do mundo fez auxílio emergencial? Parecido foram os Estados Unidos. Parecido. Mais ninguém fez.”,1
"“Um dos maiores programas de socorro à população foi do nosso governo. Nenhum outro país do mundo chegou, fez próximo do que nós fizemos.”","“Um dos maiores programas de socorro à população foi do nosso governo. Nenhum outro país do mundo chegou, fez próximo do que nós fizemos.”",1
“O dobro do PIB de Roraima foi de auxílio emergencial.”,“O dobro do PIB de Roraima foi de auxílio emergencial.”,1
"“Cidades praianas e quem frequenta praia, pega um sol, e o sol fixa a vitamina D no corpo. Tiveram problemas graves? Não.”","“Cidades praianas e quem frequenta praia, pega um sol, e o sol fixa a vitamina D no corpo. Tiveram problemas graves? Não.”",1
"“A vacina ser emergencial, ela não tem segurança ainda. Ninguém pode obrigar ninguém a tomar algo que você não tem certeza das consequências.”","“A vacina ser emergencial, ela não tem segurança ainda. Ninguém pode obrigar ninguém a tomar algo que você não tem certeza das consequências.”",1
"“- Estados e municípios têm estoques de seringas para o início das vacinações, já que a quantidade de vacinas num primeiro momento não é grande.”","“- Estados e municípios têm estoques de seringas para o início das vacinações, já que a quantidade de vacinas num primeiro momento não é grande.”",1
“É experimental [a vacina contra a Covid-19].”,“É experimental [a vacina contra a Covid-19].”,1
“Agora é irresponsabilidade alguém querer obrigar a tomar algo que é experimental [vacina].”,“Agora é irresponsabilidade alguém querer obrigar a tomar algo que é experimental [vacina].”,1
"“Depois várias universidades comprovaram que em torno de 40% de quem pratica esporte não tá sujeito, não é ao vírus não, é a um montão de doenças.”","“Depois várias universidades comprovaram que em torno de 40% de quem pratica esporte não tá sujeito, não é ao vírus não, é a um montão de doenças.”",1
“Nos endividamos em aproximadamente R$ 700 bilhões [com a pandemia].”,“Nos endividamos em aproximadamente R$ 700 bilhões [com a pandemia].”,1
“- O tratamento precoce salva vidas.”,“- O tratamento precoce salva vidas.”,1
"“Por exemplo, nós temos que aceitar aqui com a própria Anvisa, com o Ministério da Saúde, quem já foi infectado lá atrás e se safou e há está imunizado, se vai ter que tomar ou não.”","“Por exemplo, nós temos que aceitar aqui com a própria Anvisa, com o Ministério da Saúde, quem já foi infectado lá atrás e se safou e há está imunizado, se vai ter que tomar ou não.”",1
"“No meu caso particular, como já fui infectado, eu já tenho anticorpos, eu não vou tomar a vacina.”","“No meu caso particular, como já fui infectado, eu já tenho anticorpos, eu não vou tomar a vacina.”",1
"“Pessoal, vai para o tratamento precoce. Procura seu médico e vai para o tratamento precoce.”","“Pessoal, vai para o tratamento precoce. Procura seu médico e vai para o tratamento precoce.”",1
"“Não tem que ter medo da hidroxicloroquina. Ela não causa arritmia. Há um mês e pouco atrás, a Sociedade Europeia de Cardiologia disse que não causa arritmia.”","“Não tem que ter medo da hidroxicloroquina. Ela não causa arritmia. Há um mês e pouco atrás, a Sociedade Europeia de Cardiologia disse que não causa arritmia.”",1
"“Em 2016, a TV Globo, em uma matéria, recomendou a hidroxicloroquina para grávidas para prevenir a questão da zika.”","“Em 2016, a TV Globo, em uma matéria, recomendou a hidroxicloroquina para grávidas para prevenir a questão da zika.”",1
