,data,url,noticia,verdadeira
359,16.nov.2020#,https://www.youtube.com/watch?v=_3fFNbEbWpI,"“Vida e emprego, essa foi uma preocupação do nosso governo desde o início da pandemia, quando ela deu seus primeiros sinais, em fevereiro do ano passado.”",1
360,19.mai.2020#,https://www.youtube.com/watch?v=Z2B14noxm9M,"“Agora, praticamente voltou à normalidade [o arroz].”",1
361,28.jun.2020#,https://twitter.com/jairbolsonaro/status/1251123815972769794,"“Inclusive, certa vez o Lula falou: ""Na Venezuela pode faltar tudo, menos democracia"".”",1
362,04.abr.2019#,https://www.facebook.com/jairmessias.bolsonaro/videos/270077477455925/,"“A cadeirinha, hoje em dia, não tem multa pra ela. Não tem multa. ”",1
363,16.nov.2020#,https://www.aosfatos.org/todas-as-declara%C3%A7%C3%B5es-de-bolsonaro/youtube.com/watch?v=H9wfp7O3zcw,"“Brasil chega aos 2 milhões de vacinados, superando países como França e Alemanha.”",1
364,06.ago.2020#,https://www.youtube.com/watch?v=FSOAahACt_Y,“Estado grave não funciona [a hidroxicloroquina].”,1
365,28.jun.2019#,https://www.gov.br/planalto/pt-br/acompanhe-o-planalto/pronunciamentos/pronunciamentos-do-presidente-da-republica/pronunciamento-do-senhor-presidente-da-republica-jair-bolsonaro-em-cadeia-nacional-de-radio-e-televisao-23-03-2021,"“Agora, o nióbio só nós temos.”",1
366,14.jan.2021#,https://www.diariodepernambuco.com.br/noticia/mundo/2020/03/europa-comeca-a-testar-quatro-tratamentos-contra-a-covid-19.html,"“Se você for procurar o Diário do Congresso de 2 de abril de 1964, ele não existe mais.”",1
367,26.set.2019#,https://www1.folha.uol.com.br/poder/2019/02/ministro-de-bolsonaro-criou-candidatos-laranjas-para-desviar-recursos-na-eleicao.shtml,"“No Brasil, o tratamento dessa questão [a pandemia] coube, exclusivamente, aos governadores e aos prefeitos por decisão do Supremo Tribunal Federal.”",1
368,01.jun.2020#,https://www.youtube.com/watch?v=5wTrE6F5jlc,"“Se outra gripe qualquer, se H1N1 acometer essa pessoa [com problemas de saúde preexistentes], ela ia morrer também.”",1
369,16.jul.2020#,https://www.cnnbrasil.com.br/politica/2020/04/16/maia-tem-de-me-respeitar-como-chefe-do-executivo-diz-bolsonaro,“Nós escolhemos um time de ministros técnicos.”,1
370,30.jan.2021#,https://www.youtube.com/watch?v=Un8SXCrtzj8&t=5064s,“- Estamos no 18° mês sem corrupção em nosso governo.”,1
371,20.jan.2021#,https://www.youtube.com/watch?v=xlfTXa6fjxE,“O próprio diretor da OMS falou (...) que cada país tem sua particularidade. Que o homem tem que se movimentar para levar o pão de cada dia para sua casa.”,1
372,01.jun.2020#,https://www.youtube.com/watch?v=WhTeT5MraB8&ab_channel=Planalto,"“Ricardo, meio ambiente. Nós queremos cooperar com o mundo todo.”",1
373,15.jan.2021#,https://twitter.com/jairbolsonaro/status/1155094917796061186,"“Tem uma lei de 1975 que diz que cabe ao Ministério da Saúde o Programa Nacional de Imunizações, ali incluídas  possíveis vacinas obrigatórias.”",1
374,24.dez.2020#,https://www.youtube.com/watch?v=jR_m23OHPWU,"“... Vai ter autonomia no seu ministério. Autonomia não é sinal de soberania. A todos os ministros, e a ele também, falei sobre o meu poder de veto.”",1
375,04.jan.2020#,https://www.youtube.com/watch?v=1dVAnIuMUts&ab_channel=FocodoBrasil,"“Agora, lá no estado [Amazonas], tem que ter gente para prever quando vai faltar uma coisa ou não, para tomar providência.”",1
376,08.jan.2020#,https://www.youtube.com/watch?v=NyN98Gn74js,"“E também com a Janssen, garantindo 38 milhões de doses para este ano.”",1
377,23.mar.2020#,https://www.youtube.com/watch?v=jR_m23OHPWU,"“O Brasil tá em último ou penúltimo [no Pisa], no mundo todo.”",1
378,01.abr.2021#,https://twitter.com/i/broadcasts/1djGXQXOyWkJZ,“A Folha disse lá que eu não ia para o segundo turno. E se fosse ia perder para qualquer um do segundo turno.”,1
379,17.mar.2020#,https://www.youtube.com/watch?v=ThCrb2A6UtI,“O que tá existindo [de queimadas na Amazônia] está abaixo da média dos últimos 15 anos.”,1
380,02.jan.2020#,https://www.youtube.com/watch?v=nw31o_MlLO8&feature=youtu.be,"“Resfriadinho pode, né? Foi o Drauzio Varella que falou.”",1
381,12.jan.2021#,https://www.gov.br/planalto/pt-br/acompanhe-o-planalto/discursos/discurso-do-presidente-da-republica-jair-bolsonaro-durante-sessao-sobre-o-brasil-do-fii-riade-arabia-saudita,"“Agora, até o momento, zero [corrupção no governo].”",1
382,28.jun.2020#,https://aosfatos.org/noticias/contra-moro-bolsonaro-omite-pressao-na-pf-ao-afirmar-que-nunca-pediu-blindagem/,"“Em primeiro lugar, meu governo tem o compromisso solene com a preservação do meio ambiente e do desenvolvimento sustentável em benefício do Brasil.”",1
383,05.mar.2020#,https://www.cnnbrasil.com.br/politica/2021/01/30/bolsonaro-fala-sobre-greve-de-caminhoneiros-vacinas-e-privatizacoes-assista,"“A legislação atual, que é a lei de 1975, diz que o Programa Nacional de Imunização cabe ao Minsitério da Saúde.”",1
384,12.jan.2021#,https://www.youtube.com/watch?v=SFLD7xpDmuY,"“Eu falei: o vírus e o desemprego tem que ser tratados com a mesma responsabilidade, simultaneamente.”",1
385,31.dez.2020#,https://www.gov.br/planalto/pt-br/acompanhe-o-planalto/discursos/2020/discurso-do-presidente-da-republica-jair-bolsonaro-solenidade-de-assinatura-da-medida-provisoria-da-vacina-contra-o-coronavirus-covid-19-palacio-do-planalto,"“Quando eu falava nisso [hidroxicloroquina], não se falava em alternativa.”",1
386,03.out.2019#,https://www.gov.br/planalto/pt-br/acompanhe-o-planalto/discursos/2020/discurso-do-senhor-presidente-da-republica-jair-bolsonaro-durante-solenidade-de-posse-do-senhor-andre-luiz-de-almeida-mendonca-ministro-de-estado-da-justica-e-seguranca-publica-e-do-senhor-jose-levi-mello-do-amaral-junior-advogado-geral-da-uniao-palacio,“Alguém já viu uma medida minha contra a mídia?”,1
387,04.set.2020#,https://www.youtube.com/watch?v=VLLxBxN87ZE,“Se nós passamos dois anos sem acusação de corrupção (...)”,1
388,15.jan.2021#,https://www.youtube.com/watch?v=nw31o_MlLO8&feature=youtu.be,"“-Após pedirem desculpas pela Hidroxicloroquina, agora a OMS conclui que pacientes assintomáticos (a grande maioria) não têm potencial de infectar outras pessoas. Milhões ficaram trancados em casa, perderam seus empregos e afetaram negativamente a Economia.”",1
389,05.mar.2020#,https://www1.folha.uol.com.br/poder/2019/02/ministro-de-bolsonaro-criou-candidatos-laranjas-para-desviar-recursos-na-eleicao.shtml,“Até agora não apareceu [corrupção].”,1
390,07.jan.2021#,https://www.aosfatos.org/noticias/fatos-sobre-trabalho-escravo-no-brasil/,“14% do território nacional são reservas indígenas.”,1
391,12.mar.2019#,"https://politica.estadao.com.br/noticias/geral,bolsonaro-tem-contato-direto-com-ao-menos-272-pessoas-durante-ato-mostra-video,70003234397",“Não faltou recursos [no combate à Covid-19].”,1
392,17.abr.2020#,https://epi.envirocenter.yale.edu/epi-topline?country=&order=field_epi_rank_new&sort=asc,"“Manaus, foram R$ 9 bilhões. Eu não sei se tem recurso em Manaus ainda... Manaus não, Amazonas.”",1
393,07.jan.2020#,https://twitter.com/SamPancher/status/1296256660495884296,“Só que veio essa desgraça da pandemia. Mais ou menos R$ 700 bilhões de endividamento.”,1
394,04.mar.2021#,https://www.youtube.com/watch?v=Giw_5_lOdR8,"“Dos 5 procuradores do Ministério Público que entraram em ação contra ele [Luciano Hang], 3 tinham lá em suas mídias sociais o 'Ele Não'.”",1
395,18.fev.2021#,https://www.youtube.com/watch?v=8oPisf3kbGI&ab_channel=JairBolsonaro,“O que se passa no mundo tem mostrado que o grupo de risco é o das pessoas acima dos 60 anos. Então por que fechar escolas?”,1
396,30.jul.2020#,https://www.youtube.com/watch?v=zwyv-G6vkHk&ab_channel=FocodoBrasil,"“Nesse meio tempo, a mídia, ninguém disse, a esquerda tentou matar Bolsonaro. Muito pelo contrário, a mídia divulgou que parte da esquerda estava frustrada que eu não tinha morrido.”",1
397,07.mai.2020#,https://www.youtube.com/watch?v=p6RaY49Y01E,“As propostas [do Pacto Federativo] são patrocinadas por senadores.”,1
398,15.out.2020#,https://www.bbc.com/portuguese/brasil-55107536,"“O Lugo, aquele bispo do Paraguai, padre, que depois descobriram que tinha 8 filhos com 8 mulheres.”",1
399,31.mar.2021#,https://www.youtube.com/watch?v=cfeLfp0i7Fs,“Ele tem dado certo pelo Brasil [hidroxicloroquina].”,1
400,16.jul.2020#,https://agenciabrasil.ebc.com.br/geral/noticia/2020-03/governo-fecha-fronteiras-terrestres-com-paises-sul-americanos,"“A contaminação é uma realidade. Ninguém discute isso aí. Todo mundo acha que — os entendidos, médicos, etc — que aproximadamente 70% das pessoas vão se contaminar.”",1
401,11.mar.2021#,https://www.youtube.com/watch?v=ErRLSO7rPBM,“Na região amazônica não tem nada vermelho [nenhum foco de incêndio na imagem de satélites da Nasa].”,1
402,24.set.2019#,https://www.cnnbrasil.com.br/politica/2021/01/30/bolsonaro-fala-sobre-greve-de-caminhoneiros-vacinas-e-privatizacoes-assista,"“61% do Brasil já está nessa situação [de área de proteção ambiental, reserva indígena e quilombolas].”",1
403,24.mar.2020#,https://twitter.com/jairbolsonaro/status/1103069837876711425,“Abertura do mercado da aviação.”,1
404,19.mar.2020#,https://www.youtube.com/watch?v=Zv0mQCgcOnc,"“Como havia prometido [o 13° salário do Bolsa Família] durante a campanha, estamos cumprindo.”",1
405,30.jul.2020#,https://economia.uol.com.br/noticias/redacao/2020/03/18/guedes-afirma-que-governo-vai-pagar-r-200-para-trabalhador-informal.htm,"“Não vamos falar em 2 anos e 2 meses sem corrupção, que é obrigação nossa.”",1
406,09.jul.2019#,https://www.youtube.com/watch?v=CcFfO5rM_EI,"“Se o índio faz uma queimadinha, o caboclo faz, aparece no satélite. Se ele faz uma fogueira de São João.”",1
407,14.abr.2021#,https://www.youtube.com/watch?v=lfISUxlODRY,"“A decisão do Supremo então que quem decide são os governadores, são os prefeitos, e o presidente da República, chefe do Executivo Federal, não posso entrar nessa área aí.”",1
408,13.nov.2020#,https://www.governor.ny.gov/news/video-audio-photos-rush-transcript-amid-ongoing-covid-19-pandemic-governor-cuomo-announces-20,"“Tivemos uma pessoa que foi para o segundo turno [Fernando Haddad], que ocupou o Ministério [da Educação], o que que ele fez lá? (...) Foi lá para baixo as notas dos estudantes [na prova do PISA].”",1
409,09.mar.2020#,https://www.camara.leg.br/noticias/648863-camara-aprova-auxilio-de-r-600-para-pessoas-de-baixa-renda-durante-epidemia,“[O governo do Brasil] em 3 de fevereiro já decretava estado de emergência em saúde.”,1
410,14.ago.2020#,https://www.youtube.com/watch?v=5wTrE6F5jlc,"“Marcos Pontes, o único astronauta abaixo da linha do Equador.”",1
411,14.nov.2019#,https://brpolitico.com.br/noticias/bolsonaro-mente-no-twitter-que-esquerda-quer-descriminalizar-pedofilia/,"“Quem tá, por exemplo, recebendo o Bolsa Família, é tido como não empregado. Quem recebe por exemplo aí o auxílio-reclusão também tá tido como empregado.”",1
412,15.jan.2020#,https://www.youtube.com/watch?v=rXQICfqpbtQ,“Não gastei nada [na campanha].”,1
413,11.nov.2020#,https://www.youtube.com/watch?v=UqEQfL6il8M,“Nós somos o últimos aqui na América do Sul [no ranking do Pisa].”,1
414,08.dez.2020#,https://youtu.be/d2IK5hr-WrI,“70% da população vai ser infectada.”,1
415,18.mar.2021#,https://oglobo.globo.com/sociedade/bolsonaro-muda-discurso-passa-defender-vacina-compra-por-empresas-2-24855345,"“Graças ao voluntarismo de dezenas de milhares de médicos que resolveram levar avante isso. Comprovaram na ponta da linha, trataram com hidroxicloroquina, trataram com ivermectina, com Annita, com aitromicina, com zinco, e deu certo.”",1
416,07.jan.2021#,https://www.gov.br/planalto/pt-br/acompanhe-o-planalto/discursos/2020/discurso-do-presidente-da-republica-jair-bolsonaro-na-cupula-da-biodiversidade-da-organizacao-das-nacoes-unidas-onu,"“Se eu não me engano, nove estados tão fechando tudo. Não deu certo ano passado!”",1
417,08.jul.2020#,https://www.youtube.com/watch?v=cfeLfp0i7Fs,"“Vai chegar um dia que vai falar: olha, essa vacina aqui é 100% confiável. Como tantas outras que existem por aí. No momento, ela é emergencial.”",1
418,30.out.2019#,https://www.youtube.com/watch?v=w_AxLZoYAyU,"“Daí eles falam: ah, isso não tem comprovação centífica. Eu sei disso, mas não tem contraindicação.”",1
419,26.mar.2020#,https://www1.folha.uol.com.br/equilibrioesaude/2020/02/bolsonaro-entrega-protagonismo-contra-coronavirus-a-ministro.shtml,“Eu não convoquei ninuém para esse evento. Não convoquei ninguém em momento nenhum.”,1
420,07.jul.2020#,https://www.youtube.com/watch?v=CpzZlV_wEqo,"“Quando pega uma mãe e uma filha de 14 anos e bota pra dentro do camburão, a Globo não fala nada.”",1
421,20.fev.2020#,https://www.gov.br/planalto/pt-br/acompanhe-o-planalto/discursos/palestra-proferida-pelo-presidente-da-republica-jair-bolsonaro-na-escola-de-comando-e-estado-maior-do-exercit,"“Vale do Ribeira, região mais pobre de São Paulo.”",1
422,18.abr.2019#,https://www.youtube.com/watch?v=nynDxlGrxB4&ab_channel=FocodoBrasil,“Eu mesmo fui uma pessoa [que se tratou com hidroxicloroquina] que aconteceu isso comigo [foi curado da Covid-19].”,1
423,16.mar.2020#,https://oglobo.globo.com/rio/novo-metodo-da-prefeitura-do-rio-para-registrar-obitos-com-covid-19-exclui-1177-mortos-da-estatistica-24447428,“Não deu certo no ano passado [essa política de lockdown]”,1
424,17.set.2020#,https://www.youtube.com/watch?v=Ea5ZK0Fr5TM,"“Como é que eu descobri a hidroxicloroquina? É muito simples. Na África Subsaariana, por exemplo: o elemento chegava com malária, que é muito comum, e com a Covid-19. Tomava hidroxicloroquina e se curava. Qualquer pessoa com mediana inteligência entende que a hidroxicloroquina serve para duas coisas.”",1
425,13.nov.2020#,https://www.youtube.com/watch?v=P3B8L5ql5GM,“Os maiores números de mortos por milhão de habitantes é lá [na Argentina].”,1
426,29.out.2019#,https://www.gov.br/planalto/pt-br/acompanhe-o-planalto/pronunciamentos/pronunciamento-do-senhor-presidente-da-republica-jair-bolsonaro-em-cadeia-de-radio-e-televisao-5,"“E, não apenas isso, conversei com médicos militares e outros civis que conhecia no Brasil todo, alguns no seu respectivo hospital estavam usando isso [hidroxicloroquina] e no início estava dando certo (...)”",1
427,24.jan.2019#,https://www.youtube.com/watch?v=5wTrE6F5jlc,“Qual a manchete da Folha de S.Paulo: que eu fiz o decreto e incluí a atividade lotérica como ativdade essencial para beneficiar um parente meu de Eldorado Paulista.”,1
428,29.ago.2020#,https://agenciabrasil.ebc.com.br/geral/noticia/2020-03/governo-fecha-fronteiras-terrestres-com-paises-sul-americanos,"“É uma doutrina de Paulo Freire que no final da linha, na prova do Pisa, entre 70 países, se não me engano, 70, nós somos aí 68º, 69º ou 70º em dadas matérias. Geralmente é matemática, português e ciências.”",1
429,10.dez.2020#,https://www.gov.br/planalto/pt-br/acompanhe-o-planalto/discursos/2021/discurso-do-presidente-da-republica-jair-bolsonaro-do-lancamento-da-plataforma-participa-brasil-palacio-do-planalto,"“Você vê as provas internacionais do Pisa, não estamos nos [últimos lugares], mas no último lugar. ”",1
430,09.jul.2020#,https://www.youtube.com/watch?v=zF1W8SWkccc&ab_channel=JairBolsonaro,"“Estamos numa estação tradicionalmente quente, seca e de ventos fortes e que todos os anos, infelizmente, ocorre queimadas na região amazônica. Nos anos mais chuvosos, as queimadas são menos intensas. Em anos mais quentes, como nesse 2019, elas ocorrem com maior frequência.”",1
431,08.out.2020#,https://www.youtube.com/watch?v=_ir-hiSMCNw&ab_channel=FocodoBrasil,“O Brasil é o 20º país do mundo em mortes por milhão de habitantes.”,1
432,25.abr.2019#,https://www1.folha.uol.com.br/poder/2019/02/ministro-de-bolsonaro-criou-candidatos-laranjas-para-desviar-recursos-na-eleicao.shtml,“- As provas do PISA (somos os piores do mundo) mostram o quanto a Educação foi abandonada nas últimas decadas.”,1
433,28.jun.2020#,https://www.aosfatos.org/todas-as-declara%C3%A7%C3%B5es-de-bolsonaro/youtube.com/watch?v=H9wfp7O3zcw,"“Que falaram que, naquela época, que a hidroxicloroquina provocava arritmia. Depois, Milton, a Sociedade Europeia de Cardiologia disse que a hidroxicloroquina não causava arritmia. Perderam mais uma. Perderam todas.”",1
434,06.abr.2021#,https://twitter.com/jairbolsonaro/status/1277336001300570114,“(...) com oito segundos de tempo de televisão [durante a campanha].”,1
435,22.out.2020#,https://twitter.com/jairbolsonaro/status/1277336001300570114,“Somos líderes em conservação de florestas tropicais.”,1
436,08.jul.2020#,https://www.youtube.com/watch?v=gKDQhKj7nEY,"“Os indícios são muito fortes de que ele [Adélio Bispo de Oliveira] agiu com mais gente, ele foi apenas um instrumento para praticar aquele ato criminoso.”",1
437,15.jan.2021#,https://www1.folha.uol.com.br/poder/2019/02/ministro-de-bolsonaro-criou-candidatos-laranjas-para-desviar-recursos-na-eleicao.shtml,"“[- Mais pontos importantes de ações do Governo Federal divulgados nesta semana:] Com muito sacrifício, o governo federal já utilizou mais de R$ 600 bilhões na luta contra a Covid-19 e manutenção de empregos.”",1
438,18.jun.2020#,https://www.youtube.com/watch?v=Z2B14noxm9M,"“Venho de uma cidade, prezado prefeito, pequena também, tem menos de três mil habitantes, Eldorado Paulista.”",1
439,09.abr.2021#,https://www.youtube.com/watch?v=pi3BBFMHs8E,“Repito. Segundo TSE. Não houve disparo em massa por causa da campanha eleitoral do candidato Jair Bolsonaro.”,1
440,24.abr.2020#,https://www1.folha.uol.com.br/poder/2018/08/assessora-fantasma-de-bolsonaro-continua-vendendo-acai-em-horario-de-expediente.shtml,"“Desses isolamentos, dessas medidas restritivas com toque de recolher, com surpressão do direito de ir e vir, extrapola e muito até mesmo um estado de sítio.”",1
441,28.mai.2020#,https://twitter.com/jairbolsonaro/status/1277335482079346693,“[Ações do governo federal no Piauí]: 1.605.965 EPIs”,1
442,21.out.2020#,https://www.idea.int/data-tools/question-view/742,"“Eu gostaria de estar podendo participar ativamente dessa questão, mas em abril do ano passado eu fui simplesmente proibido pelo STF de participar dessas ações, que passaram, então, a ser de responsabildiade exclusiva de vereadores e prefeitos.”",1
443,21.jan.2021#,https://www.youtube.com/watch?v=Hosh56rj49Q,“O governo que termina o ano sem uma acusação de corrupção.”,1
444,16.jun.2020#,https://www.aosfatos.org/todas-as-declara%C3%A7%C3%B5es-de-bolsonaro/youtube.com/watch?v=H9wfp7O3zcw,"“Passou pela Anvisa, não há dúvida: nós compraremos essa vacina.”",1
445,06.fev.2020#,https://www.gov.br/planalto/pt-br/acompanhe-o-planalto/discursos/2020/discurso-do-presidente-da-republica-jair-bolsonaro-na-cupula-da-biodiversidade-da-organizacao-das-nacoes-unidas-onu,"“Não sou médico, não recomendo nada pra ninguém.”",1
446,17.abr.2020#,https://www.youtube.com/watch?v=nk6uPiCel20&feature=youtu.be,"“Logo depois,o  STF decidiu que essas medidas de isolamento ou não, entre outras, seriam privativas de governadores e prefeitos. O presidente da República basicamente passou a ser o órgão que repassava recursos para estados e municípios.”",1
447,24.ago.2019#,https://www.gov.br/planalto/pt-br/acompanhe-o-planalto/discursos/2020/discurso-do-presidente-da-republica-jair-bolsonaro-na-abertura-da-75a-assembleia-geral-da-organizacao-das-nacoes-unidas-onu,“[Ações do governo federal na Bahia]: 200 respiradores”,1
448,06.mar.2021#,https://www.youtube.com/watch?v=DRA0QCENDOQ,"“E agora, segundo o Datafolha — quem acredita em pesquisa no Brasil é desmiolado, né? Fala que ele [Lula] tá com 30% de intenção de votos.”",1
449,28.jun.2020#,https://www.youtube.com/watch?v=EZG_TMykjMU,“O Supremo deu todo poder para eles [governadores e prefeitos] para gerir esse tipo de problema [ligado a medidas de isolamento]. Eu só injeto bilhões nas mãos deles.”,1
450,23.mai.2020#,https://www.youtube.com/watch?v=e14XoxBrKWk,"“E o terceiro, que estava em perfeitas condições, levou uma descarga, um raio, e simplesmente foi inutilizado.”",1
451,05.mai.2019#,https://www.youtube.com/watch?v=nw31o_MlLO8&feature=youtu.be,"“Me lembra do episódio da Guerra do Pacífico, que o soldado chegava ferido, sem sangue e precisava da transfusão e não tinha sangue. Então o pessoal bolou lá um negócio na base da água de coco e tocava na veia do soldado e deu certo.”",1
452,05.mai.2020#,https://www.facebook.com/jairmessias.bolsonaro/videos/558804064888548/?__xts__%5B0%5D=68.ARBpS9Kw97YYpBvaZXTCl_TC3ewUZCAaU3P-2TsfJ1tKOA6ayjJKfY9MP4-mABVcI81u3rnCdpxBio3_RrWP_gE5FQ9YOJ5ydzGCvkvh6CD0g1cqh_11GxLcLyH-M2GYoeHlTmepHwu5NDc8THGTCa5SLD4WW49bZPTsh2FQ1tpTNAYZ14voL4hU14iIBEKn1jfZ_YH0_kUaDYlYI9Q_w7wJ_4XXPde6o0urIfnEJ-078aBQHhab_rZYxP_P_mpzmSa32fGJp_IgdeEY9GS4rxuKxxZIQKQC_3su_6gsMHGPaRU9oyCatSIJ8MYlMntT0UzQKSt25rwl3Tn_plphWxwpykB0BUS-ENs&__tn__=-R,"“Em alguns estados, governadores, verbalmente, prefeitos, proibiram a cloroquina.”",1
453,01.abr.2021#,https://t.me/jairbolsonarobrasil/704,“(...) porque um cara filiado ao PSOL tentou tirar minha vida. ”,1
454,18.abr.2019#,https://www.youtube.com/watch?v=lSu5wdhKzaQ&t=8s,“A dona Olinda [minha mãe] se vacinou com a Oxford.”,1
455,18.mar.2021#,https://www.youtube.com/watch?v=ZSiTT1Mlxek&ab_channel=JairBolsonaro,“Nós aqui temos a matriz mais limpa energética do mundo. ”,1
456,13.ago.2020#,https://www.youtube.com/watch?v=HiG3ByOy07s,"“Daí eu lembro da Guerra do Pacífico. O soldado chegava ferido, precisando de uma transfusão de sangue e não tinha doador. Daí começaram a tocar água de coco na veia dele. E deu certo.”",1
457,28.abr.2020#,https://twitter.com/jairbolsonaro/status/1277335178092961796,"“É a mesma coisa. Esses outros, tratamento precoce, falo em ivermectina, hidroxicloqouina, Anitta, não tem efeito colateral. Por que não tomar?”",1
458,18.mar.2021#,https://www.bbc.com/portuguese/brasil-55107536,“Quem indica para o Supremo não sou eu. Quem indica é o Senado Federal.”,1
459,22.nov.2020#,https://www.aosfatos.org/todas-as-declara%C3%A7%C3%B5es-de-bolsonaro/youtube.com/watch?v=Z9cwaDKzaY4&t=3s,"“Quem tem abaixo de 10, é zero.”",1
460,25.mar.2021#,https://www.youtube.com/watch?v=S28DvOuB6cM&feature=youtu.be,"“O que nós temos de produto do Paulo Freire é a prova do Pisa, último lugar do mundo em 70 países.”",1
461,19.mai.2020#,https://aosfatos.org/noticias/contra-moro-bolsonaro-omite-pressao-na-pf-ao-afirmar-que-nunca-pediu-blindagem/,"“O único astronauta do Hemisfério Sul, Marcos Pontes”",1
462,14.jan.2021#,https://www.gov.br/planalto/pt-br/acompanhe-o-planalto/entrevistas/2019/entrevista-coletiva-concedida-pelo-presidente-da-republica-jair-bolsonaro-antes-do-embarque-do-rio-grande-do-sul-para-brasilia-porto-alegre-rs,"“Na África, o cara chegava com Covid e malária. Tomava hidroxicloroquina e curava dos dois. Precisa ser muito inteligente para entender que serve para as duas coisas?”",1
463,14.jan.2021#,https://youtu.be/cOWlW_3zcw4?t=134,"“(...) da Região Amazônica, que é nossa e não pega fogo.”",1
464,14.dez.2020#,https://www.youtube.com/watch?v=UbQ5osAzJYw,“Caso grave todo mundo sabe que não tem efeito nenhum [a hidroxicloroquina]”,1
465,04.set.2020#,http://www.in.gov.br/en/web/dou/-/medida-provisoria-n-929-de-25-de-marco-de-2020-249676431,"“A gente liga para embaixadores nossos que estão na África Subsaariana, abaixo do Saara. Daí conversa com os caras, eles respondem: ""olha, é comum a malária aqui. O cara chega com malária e Covid. A gente dá hidroxicloroquina, ele cura"". Dá para entender que a hidroxicloroquina funciona para duas coisas?”",1
466,07.mai.2020#,https://www.youtube.com/watch?v=Ea5ZK0Fr5TM,"“Não tem que ter medo da hidroxicloroquina. Ela não causa arritmia. Há um mês e pouco atrás, a Sociedade Europeia de Cardiologia disse que não causa arritmia.”",1
467,28.jun.2019#,https://www.facebook.com/jairmessias.bolsonaro/videos/1085755248429438/,“São Paulo: [doses de vacina] entregues pelo governo federal: 7.743.018.”,1
468,30.abr.2020#,http://www2.planalto.gov.br/acompanhe-o-planalto/discursos/2019/discurso-do-senhor-presidente-da-republica-jair-bolsonaro-durante-a-solenidade-alusiva-aos-200-dias-de-governo-palacio-do-planalto,“Aprovação do #PacoteAnticrime é um dos maiores anseios da sociedade!”,1
469,17.mar.2020#,https://www.facebook.com/jairmessias.bolsonaro/videos/800217607062140/,"“Hoje, estudos já demonstram que por volta de 30% das mortes poderiam ser evitadas, caso, de forma precoce, fosse ministrada a hidroxicloroquina.”",1
470,02.abr.2020#,https://www.youtube.com/watch?v=e4k6YL7O-dc&t=845s&ab_channel=FocodoBrasil,"“Não se pode governadores e prefeitos usurparem da Constituição via decretos, via decretos. Retirar o direito de ir e vir das pessoas. Isso é para estado de sítio, estado de defesa.”",1
471,29.jun.2020#,https://aosfatos.org/noticias/contra-moro-bolsonaro-omite-pressao-na-pf-ao-afirmar-que-nunca-pediu-blindagem/,"“Nos Estados Unidos o cara não tem direito a nada, só ao emprego dele.”",1
472,21.mar.2019#,https://www.gov.br/planalto/pt-br/acompanhe-o-planalto/discursos/2020/discurso-do-presidente-da-republica-jair-bolsonaro-durante-a-solenidade-de-inauguracao-da-usina-de-energia-fotovoltaica-caldas-novas-go,“O Brasil é o país que mais preserva o meio ambiente.”,1
473,07.mai.2020#,https://www.who.int/news/item/15-10-2020-solidarity-therapeutics-trial-produces-conclusive-evidence-on-the-effectiveness-of-repurposed-drugs-for-covid-19-in-record-time,“Vai começar agora o horário eleitoral gratuito do JB.”,1
474,28.jan.2021#,https://www.youtube.com/watch?v=VLLxBxN87ZE,“(...) conseguimos montar um governo sem conchavos ou acertos políticos. Formamos um time de ministros técnicos e capazes para transformar o nosso Brasil.”,1
475,18.mar.2020#,https://www.youtube.com/watch?v=VkkZjDHKc3g,“Lá [nos EUA] foram 26 milhões de pessoas desempregadas.”,1
476,08.fev.2021#,https://veja.abril.com.br/politica/cloroquina-a-ascensao-e-queda-do-remedio-que-iria-nos-salvar-da-crise/,"“O número é maior: 84% [segundo o prefeito de Nova York, número de pessoas que contraíram Covid-19 estando em casa]”",1
477,06.nov.2020#,https://www.youtube.com/watch?v=zF1W8SWkccc&ab_channel=JairBolsonaro,"“A proibição de locomoção, o que o governador do DF tá fazendo, que eu não posso decretar! O Congresso tem que assinar em baixo.”",1
478,07.jan.2021#,https://www.idea.int/data-tools/question-view/742,"“Eu digo mais, se querem que eu acolha isso [multifamílias], apresente uma emenda à Constituição e modifique o artigo 226. Que lá está escrito que família é homem e mulher. ”",1
479,27.mar.2020#,https://www.youtube.com/watch?v=VkkZjDHKc3g,“A mim coube apenas dar meios e recursos [durante a pandemia].”,1
480,28.mar.2019#,https://www.youtube.com/watch?v=jqNwUiZRGx4,“Você tinha liberdade de expressão [na ditadura].”,1
481,15.ago.2019#,https://www.gov.br/planalto/pt-br/acompanhe-o-planalto/discursos/2020/discurso200c-200cdo200c-200cpresidente200c-200cda200c-200crepublica-200c-200cjair200c-200cbolsonaro-200c-200cdurante200c-200ca200c-200c200ccerimonia200c-200cde200c-200c-ato200c-200cde200c-200chomenagem200c-200cdo200c-200cagronegocio200c-200cao200c,"“Esse vídeo não vazou por acaso. Nele, nunca se viu tantas pessoas do mal, inimigas da democracia e liberdade, juntas. É O JOGO DO PODER. A vitimização do PT é uma das últimas cartas do Foro de São Paulo em Caracas/Venezuela (24 a 28/julho).”",1
